id_tipologia,regiao,tipologia_pndr,n_municipios,pib_2021_mil,pop_2021,pop_2022,massa_total,massa_obj4,massa_com_agr,massa_com_min,sem_correspondencia_territorial,pib_pc_2021,massa_com,razao_dependencia_com,q_pib_2021,q_pib_pc_2021,q_pop_2021,grupo_q_pib,grupo_q_pib_pc,grupo_q_pop,cruz_q_pib_pop,cruz_q_pibpc_pop,flag_dep_q_pib_pop,flag_dep_q_pibpc_pop
110001,Norte,Média Renda e Baixo Dinamismo,3,1782341.0,89933.0,72819.0,436012852.6981436,71728837.48776102,27670707.928998947,45082708.03478819,0,19818.5426928936,72753415.96378714,1.0142840524384762,2,2,2,QPIB2,QPIBPC2,QPOP2,QPIB2_QPOP2,QPIBPC2_QPOP2,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
110002,Norte,Média Renda e Médio Dinamismo,8,5795055.0,242279.0,183056.0,2056838276.6347375,500567222.1860743,168902490.34027317,59211672.144340515,0,23918.932305317423,228114162.4846137,0.4557113457976629,3,2,3,QPIB3,QPIBPC2,QPOP3,QPIB3_QPOP3,QPIBPC2_QPOP3,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo
110003,Norte,Média Renda e Médio Dinamismo,5,3056922.0,122216.0,104758.0,1135615620.8347764,250849327.1482423,48324102.9573555,5853307.928115845,0,25012.45336126203,54177410.885471344,0.2159759067380499,3,2,2,QPIB3,QPIBPC2,QPOP2,QPIB3_QPOP2,QPIBPC2_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
110004,Norte,Média Renda e Médio Dinamismo,13,8110878.0,313023.0,289321.0,3563894942.464768,917831396.0892684,130075634.20766953,7840470.3542022705,0,25911.444206975208,137916104.5618718,0.15026300598291809,4,3,4,QPIB4,QPIBPC3,QPOP4,QPIB4_QPOP4,QPIBPC3_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
110005,Norte,Média Renda e Médio Dinamismo,14,8659168.0,308988.0,292585.0,4009418616.437077,1022933483.1315703,256294880.69683957,26134416.746063232,0,28024.285732779266,282429297.4429028,0.27609742187564756,4,3,4,QPIB4,QPIBPC3,QPOP4,QPIB4_QPOP4,QPIBPC3_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
110006,Norte,Média Renda e Médio Dinamismo,7,5824083.0,161819.0,151080.0,3087352136.768785,720389830.0321826,329685037.5527444,4604265.697845459,0,35991.34217860696,334289303.25058985,0.46403945379914074,3,3,3,QPIB3,QPIBPC3,QPOP3,QPIB3_QPOP3,QPIBPC3_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1100205,Norte,Média Renda e Baixo Dinamismo,1,17208124.0,548952.0,457313.0,8233445713.441541,2305342519.4441075,70416812.71097541,16775380.90605545,0,31347.22890161617,87192193.61703086,0.03782179562543084,4,3,4,QPIB4,QPIBPC3,QPOP4,QPIB4_QPOP4,QPIBPC3_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1100809,Norte,Média Renda e Médio Dinamismo,1,618520.0,28068.0,22294.0,136809377.05710617,30031099.398832552,27464262.701698303,3423365.4694519043,0,22036.482827419124,30887628.171150208,1.0285213924719303,1,2,1,QPIB1,QPIBPC2,QPOP1,QPIB1_QPOP1,QPIBPC2_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
120001,Norte,Média Renda e Baixo Dinamismo,7,12411940.0,520759.0,453309.0,5702749943.454331,1517365774.2239175,136503769.70664793,913514.3639450073,0,23834.32643506881,137417284.07059294,0.09056305763907015,4,2,4,QPIB4,QPIBPC2,QPOP4,QPIB4_QPOP4,QPIBPC2_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
120002,Norte,Média Renda e Médio Dinamismo,4,1744735.0,73617.0,70804.0,343792114.720358,107216528.4832083,19271600.056152344,348446.0589904785,0,23700.164364209355,19620046.115142822,0.18299460346932994,2,2,2,QPIB2,QPIBPC2,QPOP2,QPIB2_QPOP2,QPIBPC2_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
120003,Norte,Baixa Renda e Baixo Dinamismo,3,1004935.0,63762.0,59452.0,180137288.16846466,19889796.602607727,19528450.424736023,0.0,0,15760.719550829648,19528450.424736023,0.9818325855667962,2,2,2,QPIB2,QPIBPC2,QPOP2,QPIB2_QPOP2,QPIBPC2_QPOP2,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
120004,Norte,Baixa Renda e Baixo Dinamismo,5,2791685.0,161394.0,153006.0,624773142.9585949,160793838.6356697,4264872.905593872,628051.5427246094,0,17297.328277383298,4892924.448318481,0.03042980060576189,3,2,3,QPIB3,QPIBPC2,QPOP3,QPIB3_QPOP3,QPIBPC2_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
120005,Norte,Baixa Renda e Médio Dinamismo,3,1342427.0,87344.0,87203.0,180786666.63755798,12706783.02166748,8319114.729095459,0.0,0,15369.424345118154,8319114.729095459,0.6546987317647422,2,1,2,QPIB2,QPIBPC1,QPOP2,QPIB2_QPOP2,QPIBPC1_QPOP2,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
130001,Norte,Baixa Renda e Médio Dinamismo,2,713039.0,80993.0,59896.0,50127007.4357605,4582218.335449219,0.0,0.0,0,8803.711431852136,0.0,0.0,1,1,2,QPIB1,QPIBPC1,QPOP2,QPIB1_QPOP2,QPIBPC1_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
130002,Norte,Baixa Renda e Médio Dinamismo,3,822868.0,101369.0,84329.0,62116177.79084778,5573455.765869141,0.0,2131429.1157226562,0,8117.550730499463,2131429.1157226562,0.38242505283259837,1,1,2,QPIB1,QPIBPC1,QPOP2,QPIB1_QPOP2,QPIBPC1_QPOP2,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
130003,Norte,Baixa Renda e Baixo Dinamismo,4,4236312.0,158844.0,131789.0,541260743.4159791,19330316.426376343,49192.3203125,350927776.0888672,0,26669.6381355292,350976968.4091797,18.156814439429937,3,3,3,QPIB3,QPIBPC3,QPOP3,QPIB3_QPOP3,QPIBPC3_QPOP3,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
130004,Norte,Baixa Renda e Médio Dinamismo,2,309795.0,27774.0,23291.0,4529415.353027344,212913.40673828125,0.0,0.0,0,11154.136962626917,0.0,0.0,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
130005,Norte,Baixa Renda e Alto Dinamismo,9,2699420.0,183623.0,217929.0,218016112.31829193,56021514.373867035,0.0,0.0,0,14700.881697826526,0.0,0.0,2,1,3,QPIB2,QPIBPC1,QPOP3,QPIB2_QPOP3,QPIBPC1_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
130006,Norte,Baixa Renda e Médio Dinamismo,7,2099520.0,226941.0,210204.0,172368294.1437993,33895298.951301575,0.0,0.0,0,9251.391330786415,0.0,0.0,2,1,3,QPIB2,QPIBPC1,QPOP3,QPIB2_QPOP3,QPIBPC1_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
130007,Norte,Baixa Renda e Alto Dinamismo,5,1276331.0,113011.0,98926.0,34928887.81492233,3628443.9525756836,180872.15881347656,0.0,0,11293.865198962932,180872.15881347656,0.04984840917415379,2,1,2,QPIB2,QPIBPC1,QPOP2,QPIB2_QPOP2,QPIBPC1_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
130008,Norte,Baixa Renda e Alto Dinamismo,5,1657270.0,135116.0,136222.0,172225698.60334778,12620967.565769196,53368997.16717148,0.0,0,12265.534799727642,53368997.16717148,4.228597917636662,2,1,3,QPIB2,QPIBPC1,QPOP3,QPIB2_QPOP3,QPIBPC1_QPOP3,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
130009,Norte,Baixa Renda e Médio Dinamismo,4,1983815.0,163782.0,155494.0,317532586.8790636,46926304.75979614,11954261.426147461,1105922.3406982422,0,12112.533733865748,13060183.766845703,0.27831264007889545,2,1,3,QPIB2,QPIBPC1,QPOP3,QPIB2_QPOP3,QPIBPC1_QPOP3,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
130010,Norte,Baixa Renda e Médio Dinamismo,5,2615254.0,257267.0,231745.0,318492761.7728176,64330001.924949646,232741.2314453125,0.0,0,10165.524532878293,232741.2314453125,0.003617926697978949,2,1,4,QPIB2,QPIBPC1,QPOP4,QPIB2_QPOP4,QPIBPC1_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
130011,Norte,Baixa Renda e Médio Dinamismo,3,555217.0,54783.0,53595.0,16517006.18185699,609056.0169580076,0.0,606673.60546875,0,10134.841100341348,606673.60546875,0.996088354071015,1,1,2,QPIB1,QPIBPC1,QPOP2,QPIB1_QPOP2,QPIBPC1_QPOP2,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
1300300,Norte,Baixa Renda e Alto Dinamismo,1,484469.0,41005.0,41538.0,37395137.66004944,9112784.34035492,569156.5,0.0,0,11814.876234605536,569156.5,0.06245692630731485,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1301100,Norte,Baixa Renda e Médio Dinamismo,1,379542.0,38820.0,30706.0,23944237.64832878,2419068.8426208496,235293.36083984375,0.0,0,9776.970633693973,235293.36083984375,0.09726608713827423,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1301159,Norte,Baixa Renda e Baixo Dinamismo,1,407836.0,31459.0,19570.0,5302322.886962891,211292.69946289062,0.0,0.0,0,12964.048444006485,0.0,0.0,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1301852,Norte,Baixa Renda e Médio Dinamismo,1,943560.0,49718.0,60869.0,272841819.554551,133292497.99899662,1212.0,4714892.323356628,0,18978.237258135887,4716104.323356628,0.035381618576854415,1,2,2,QPIB1,QPIBPC2,QPOP2,QPIB1_QPOP2,QPIBPC2_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1301902,Norte,Baixa Renda e Médio Dinamismo,1,2150473.0,104046.0,103130.0,490633008.7370701,83126903.17115402,3180552.788482666,0.0,0,20668.483170905176,3180552.788482666,0.03826141317852382,2,2,2,QPIB2,QPIBPC2,QPOP2,QPIB2_QPOP2,QPIBPC2_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1302009,Norte,Baixa Renda e Médio Dinamismo,1,145318.0,9312.0,10102.0,7798176.447502136,2350755.202278137,0.0,0.0,0,15605.455326460482,0.0,0.0,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1302504,Norte,Baixa Renda e Médio Dinamismo,1,1473025.0,99613.0,101683.0,223358394.3772061,72858706.85449113,33900.900390625,0.0,0,14787.47753807234,33900.900390625,0.00046529648760208943,2,1,2,QPIB2,QPIBPC1,QPOP2,QPIB2_QPOP2,QPIBPC1_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1302553,Norte,Baixa Renda e Baixo Dinamismo,1,304361.0,33981.0,17107.0,9278397.33328247,244727.271484375,0.0,0.0,0,8956.799387893234,0.0,0.0,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1302603,Norte,Média Renda e Baixo Dinamismo,1,82264073.0,2255903.0,2057266.0,43619117456.8192,17795383793.02594,2202117.8885498047,227773146.15725517,0,36466.13927992471,229975264.04580498,0.012923310152823617,4,3,4,QPIB4,QPIBPC3,QPOP4,QPIB4_QPOP4,QPIBPC3_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1303205,Norte,Baixa Renda e Médio Dinamismo,1,179506.0,20395.0,15730.0,36312042.7292099,24688896.555992126,0.0,0.0,0,8801.470948761951,0.0,0.0,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1303536,Norte,Média Renda e Médio Dinamismo,1,988809.0,38095.0,30646.0,564579779.5325165,22105066.72379303,139556531.8482437,11152060.703491211,0,25956.398477490486,150708592.55173492,6.8178302483709805,2,3,1,QPIB2,QPIBPC3,QPOP1,QPIB2_QPOP1,QPIBPC3_QPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
1303569,Norte,Baixa Renda e Baixo Dinamismo,1,380842.0,34856.0,24864.0,81517211.83762741,42365993.47786713,1357690.435546875,0.0,0,10926.153316502181,1357690.435546875,0.032046703596273755,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1304005,Norte,Baixa Renda e Alto Dinamismo,1,166594.0,9289.0,11537.0,100200824.02690369,2392011.5236816406,3676.39990234375,17944744.774414062,0,17934.546237485196,17948421.174316406,7.503484409093177,1,2,1,QPIB1,QPIBPC2,QPOP1,QPIB1_QPOP1,QPIBPC2_QPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
140002,Norte,Baixa Renda e Médio Dinamismo,4,885322.0,56455.0,58784.0,56161688.25366974,23894155.75436783,6135266.3583602905,0.0,0,15681.90594278629,6135266.3583602905,0.2567684927406891,1,2,2,QPIB1,QPIBPC2,QPOP2,QPIB1_QPOP2,QPIBPC2_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
140003,Norte,Média Renda e Médio Dinamismo,4,1285753.0,58706.0,58872.0,208539994.2174325,107105465.89608574,3509788.1365585327,833564.083984375,0,21901.560317514395,4343352.220542908,0.04055210613393764,2,2,2,QPIB2,QPIBPC2,QPOP2,QPIB2_QPOP2,QPIBPC2_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
140004,Norte,Baixa Renda e Médio Dinamismo,2,637844.0,35272.0,30795.0,51770656.42064667,7077949.991783142,10061320.652252197,38368.520263671875,0,18083.579042866862,10099689.17251587,1.4269229344994938,1,2,1,QPIB1,QPIBPC2,QPOP1,QPIB1_QPOP1,QPIBPC2_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1400050,Norte,Baixa Renda e Alto Dinamismo,1,378460.0,15249.0,20906.0,31634599.45780754,4998679.135406494,18326582.25950432,0.0,0,24818.67663453341,18326582.25950432,3.6662849851061696,1,2,1,QPIB1,QPIBPC2,QPOP1,QPIB1_QPOP1,QPIBPC2_QPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
1400100,Norte,Média Renda e Baixo Dinamismo,1,11914935.0,436591.0,402749.0,4868521092.008787,1307176381.1289225,26356043.249275208,5894404.695396423,0,27290.839710392564,32250447.94467163,0.024671841084535996,4,3,4,QPIB4,QPIBPC3,QPOP4,QPIB4_QPOP4,QPIBPC3_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1400159,Norte,Baixa Renda e Alto Dinamismo,1,514019.0,12701.0,13844.0,54912901.70131683,27020336.430007935,16272111.045410156,0.0,0,40470.75033461932,16272111.045410156,0.6022171888037212,1,4,1,QPIB1,QPIBPC4,QPOP1,QPIB1_QPOP1,QPIBPC4_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1400175,Norte,Baixa Renda e Baixo Dinamismo,1,322426.0,19257.0,18521.0,50625358.25635339,8609916.531423587,15012428.521453857,362329.8065185547,0,16743.314119540944,15374758.327972412,1.7857035282350533,1,2,1,QPIB1,QPIBPC2,QPOP1,QPIB1_QPOP1,QPIBPC2_QPOP1,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo
1400308,Norte,Baixa Renda e Médio Dinamismo,1,370938.0,18482.0,17952.0,38225297.353622206,3451164.6463241577,10687687.775512695,3221475.2117385864,0,20070.230494535223,13909162.987251282,4.030280908813191,1,2,1,QPIB1,QPIBPC2,QPOP1,QPIB1_QPOP1,QPIBPC2_QPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150001,Norte,Baixa Renda e Baixo Dinamismo,8,4422124.0,301679.0,285262.0,1197936189.3949907,721524730.2268991,39473101.24116516,5531760.013183594,0,14658.375292943825,45004861.254348755,0.062374662113377596,3,1,4,QPIB3,QPIBPC1,QPOP4,QPIB3_QPOP4,QPIBPC1_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
150002,Norte,Baixa Renda e Médio Dinamismo,4,2684169.0,235536.0,224119.0,201662412.19832104,53137356.298027344,256081.68359375,0.0,0,11396.003158752803,256081.68359375,0.004819240200010792,2,1,3,QPIB2,QPIBPC1,QPOP3,QPIB2_QPOP3,QPIBPC1_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
150003,Norte,Baixa Renda e Médio Dinamismo,4,4786584.0,419611.0,378576.0,1949240381.5448499,1065114837.3502215,52050655.95475174,3851400.172393799,0,11407.193805691462,55902056.127145536,0.052484534218129875,3,1,4,QPIB3,QPIBPC1,QPOP4,QPIB3_QPOP4,QPIBPC1_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
150004,Norte,Baixa Renda e Médio Dinamismo,13,3699072.0,343618.0,316031.0,747940432.6657076,219486083.62457466,43237929.77398682,1059746.5767211914,0,10765.070514350238,44297676.35070801,0.20182453310560705,3,1,4,QPIB3,QPIBPC1,QPOP4,QPIB3_QPOP4,QPIBPC1_QPOP4,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo
150005,Norte,Baixa Renda e Médio Dinamismo,6,2918980.0,325847.0,294351.0,537503468.4893084,212525393.3577466,14992431.445220947,7736211.390991211,0,8958.130656412366,22728642.83621216,0.10694553943468184,3,1,4,QPIB3,QPIBPC1,QPOP4,QPIB3_QPOP4,QPIBPC1_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
150006,Norte,Baixa Renda e Médio Dinamismo,9,2777472.0,206410.0,197536.0,1117183512.795566,356376129.6556494,10381851.227836609,17588.780517578125,0,13456.09224359285,10399440.008354187,0.029181079042534943,2,1,3,QPIB2,QPIBPC1,QPOP3,QPIB2_QPOP3,QPIBPC1_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
150007,Norte,Baixa Renda e Baixo Dinamismo,6,7843703.0,369089.0,288541.0,2974787847.5748496,625091291.5520561,361587301.5363555,377909866.1950836,0,21251.521990630987,739497167.7314391,1.183022668409476,4,2,4,QPIB4,QPIBPC2,QPOP4,QPIB4_QPOP4,QPIBPC2_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150008,Norte,Baixa Renda e Médio Dinamismo,4,1369307.0,120298.0,119350.0,271367742.66362906,108761669.44041587,21299567.584968567,8709782.17956543,0,11382.624815042644,30009349.764533997,0.27591843632902635,2,1,2,QPIB2,QPIBPC1,QPOP2,QPIB2_QPOP2,QPIBPC1_QPOP2,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo
150009,Norte,Média Renda e Alto Dinamismo,13,16201994.0,589203.0,528080.0,6042084149.462706,1040627311.3851551,267738413.45826125,754334988.2121849,0,27498.15258917555,1022073401.6704462,0.9821704566930766,4,3,4,QPIB4,QPIBPC3,QPOP4,QPIB4_QPOP4,QPIBPC3_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150010,Norte,Média Renda e Médio Dinamismo,4,86946774.0,309723.0,392007.0,11398719081.905214,2610067134.418281,79677064.97279102,3292179570.2369943,0,280724.3052663186,3371856635.2097855,1.2918658645771914,4,4,4,QPIB4,QPIBPC4,QPOP4,QPIB4_QPOP4,QPIBPC4_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150011,Norte,Baixa Renda e Baixo Dinamismo,6,9071105.0,403932.0,315392.0,1243090377.0429528,222392197.85062766,97921926.63849258,274566.8310546875,0,22457.010090807362,98196493.46954727,0.4415464859765544,4,2,4,QPIB4,QPIBPC2,QPOP4,QPIB4_QPOP4,QPIBPC2_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150012,Norte,Média Renda e Médio Dinamismo,8,6179021.0,276044.0,220355.0,2496218887.2219234,522720787.0537393,617163662.8305984,12029926.354011536,0,22384.188752517715,629193589.1846099,1.2036896269823003,3,2,4,QPIB3,QPIBPC2,QPOP4,QPIB3_QPOP4,QPIBPC2_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150013,Norte,Média Renda e Baixo Dinamismo,3,3796522.0,210224.0,137132.0,1295958341.0444393,277612252.94857144,168334265.26877522,265578799.85006714,0,18059.412816804932,433913065.11884236,1.563018420513399,3,2,3,QPIB3,QPIBPC2,QPOP3,QPIB3_QPOP3,QPIBPC2_QPOP3,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150014,Norte,Média Renda e Médio Dinamismo,4,2498733.0,97509.0,94651.0,1228397214.8084912,179664260.3896949,257523864.89248443,119216336.75246811,0,25625.665323200934,376740201.64495254,2.096912323173215,2,3,2,QPIB2,QPIBPC3,QPOP2,QPIB2_QPOP2,QPIBPC3_QPOP2,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150015,Norte,Média Renda e Médio Dinamismo,6,7952433.0,488071.0,536467.0,3380069681.816287,1017617963.7667854,32135741.11591553,910574.7574462891,0,16293.59867724163,33046315.87336182,0.032474186826496776,4,2,4,QPIB4,QPIBPC2,QPOP4,QPIB4_QPOP4,QPIBPC2_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
150016,Norte,Média Renda e Alto Dinamismo,7,5388593.0,254825.0,267289.0,1953724387.3218937,345611170.98583704,52864770.99565078,118286253.10806274,0,21146.2493868341,171151024.1037135,0.4952126507239756,3,2,4,QPIB3,QPIBPC2,QPOP4,QPIB3_QPOP4,QPIBPC2_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150017,Norte,Baixa Renda e Baixo Dinamismo,6,5190375.0,228143.0,212080.0,1743859733.0633235,190872587.52536827,5746493.49584198,701737798.8843226,0,22750.533656522442,707484292.3801646,3.7065788312118686,3,2,3,QPIB3,QPIBPC2,QPOP3,QPIB3_QPOP3,QPIBPC2_QPOP3,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150018,Norte,Média Renda e Alto Dinamismo,7,9812674.0,265983.0,290116.0,1698846022.3222678,359798027.3850768,80076868.87797165,36879057.301864624,0,36892.1096461052,116955926.17983627,0.3250599427402175,4,3,4,QPIB4,QPIBPC3,QPOP4,QPIB4_QPOP4,QPIBPC3_QPOP4,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
150019,Norte,Baixa Renda e Baixo Dinamismo,2,1012160.0,76500.0,74739.0,275040912.66960263,31000018.36480713,9216079.972991943,61474.44921875,0,13230.849673202614,9277554.422210693,0.2992757718086731,2,1,2,QPIB2,QPIBPC1,QPOP2,QPIB2_QPOP2,QPIBPC1_QPOP2,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo
150020,Norte,Baixa Renda e Médio Dinamismo,10,3978817.0,419334.0,405204.0,371696967.1068497,88058613.78744698,14415036.35862732,0.0,0,9488.419732242079,14415036.35862732,0.16369819758259954,3,1,4,QPIB3,QPIBPC1,QPOP4,QPIB3_QPOP4,QPIBPC1_QPOP4,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo
150021,Norte,Baixa Renda e Baixo Dinamismo,6,1369927.0,158456.0,149747.0,110328421.03368163,23361491.410564423,11883253.651563415,0.0,0,8645.472560205988,11883253.651563415,0.5086684511156521,2,1,3,QPIB2,QPIBPC1,QPOP3,QPIB2_QPOP3,QPIBPC1_QPOP3,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
1500800,Norte,Média Renda e Baixo Dinamismo,1,7562511.0,540410.0,477392.0,5320904782.415939,1482763582.0580616,406711.6466064453,447159.89208984375,0,13994.024907015044,853871.5386962891,0.0005758649248123046,4,1,4,QPIB4,QPIBPC1,QPOP4,QPIB4_QPOP4,QPIBPC1_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1501303,Norte,Média Renda e Médio Dinamismo,1,6967610.0,129333.0,126361.0,3421508129.08918,1188335962.03865,386905.9870605469,5175844.865478516,0,53873.41204487641,5562750.8525390625,0.0046811264072122195,3,4,3,QPIB3,QPIBPC4,QPOP3,QPIB3_QPOP3,QPIBPC4_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1501402,Norte,Alta Renda,1,27125312.0,1506420.0,1300936.0,25605001122.25617,8074581041.070899,14795659.768089294,47151300.34326172,0,18006.47362621314,61946960.11135101,0.007671848210608242,4,2,4,QPIB4,QPIBPC2,QPOP4,QPIB4_QPOP4,QPIBPC2_QPOP4,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1501501,Norte,Baixa Renda e Baixo Dinamismo,1,1519764.0,64780.0,63393.0,1066415709.8630872,327602479.8161765,2392109.871520996,30690.34033203125,0,23460.38900895338,2422800.2118530273,0.007395549060594728,2,2,2,QPIB2,QPIBPC2,QPOP2,QPIB2_QPOP2,QPIBPC2_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1502400,Norte,Média Renda e Baixo Dinamismo,1,3871178.0,205667.0,191676.0,2384918566.129397,918876327.0983667,12200684.686180115,0.0,0,18822.55296182664,12200684.686180115,0.013277831114343223,3,2,3,QPIB3,QPIBPC2,QPOP3,QPIB3_QPOP3,QPIBPC2_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1504422,Norte,Média Renda e Médio Dinamismo,1,2122461.0,135812.0,110516.0,1247751794.229526,420529979.64338946,0.0,0.0,0,15627.934203163197,0.0,0.0,2,2,3,QPIB2,QPIBPC2,QPOP3,QPIB2_QPOP3,QPIBPC2_QPOP3,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1506351,Norte,Baixa Renda e Baixo Dinamismo,1,213521.0,21811.0,21052.0,80837314.8872464,21371335.332286835,969954.9765625,2910501.0919091795,0,9789.601577185824,3880456.0684716795,0.18157293440664254,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1506500,Norte,Média Renda e Baixo Dinamismo,1,814341.0,72856.0,66528.0,763121548.8504759,427446199.6260328,5890454.498977661,0.0,0,11177.404743603822,5890454.498977661,0.01378057520251939,1,1,2,QPIB1,QPIBPC1,QPOP2,QPIB1_QPOP2,QPIBPC1_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
160001,Norte,Baixa Renda e Médio Dinamismo,1,85683.0,5730.0,5599.0,1712154.713317871,253324.78173828125,239613.81317138672,0.0,0,14953.403141361257,239613.81317138672,0.9458759286288073,1,1,1,QPIB1,QPIBPC1,QPOP1,QPIB1_QPOP1,QPIBPC1_QPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo
160002,Norte,Baixa Renda e Alto Dinamismo,2,1329534.0,68874.0,46318.0,96570453.32498166,19557503.808117487,0.0,0.0,0,19303.859221186514,0.0,0.0,2,2,2,QPIB2,QPIBPC2,QPOP2,QPIB2_QPOP2,QPIBPC2_QPOP2,Abaixo da média simples do grupo,Abaixo da média simples do grupo
