cnae_subclasse_key,descricao,nivel,secao,divisao,grupo,classe,subclasse,e_obj4_original,com_agr_original,com_min_original,e_obj4_ajustado,com_agr_ajustado,com_min_ajustado,excluir_obj4,classificacao,q_salario,q_vinculos,rank_salario,rank_vinculos,rank_massa,salario_relativo,vinculos,massa_salarial_rais_2024,remuneracao,indice,e_obj4,com_agr,com_min
4623105,Comércio atacadista de cacau,Subclasse,G,46,462,46231,4623105,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,961.0,1161.0,1180.0,7558603739511631.0,807.0,169616984.0,210182136307311.0,81185333057115.0,0,0,0
4623106,"Comércio atacadista de sementes, flores, plantas e gramas",Subclasse,G,46,462,46231,4623106,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,482.0,503.0,485.0,1138914085098306.0,21138.0,6694360276.0,3166979031128773.0,255532689107098.0,0,0,0
4623107,Comércio atacadista de sisal,Subclasse,G,46,462,46231,4623107,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1296.0,1299.0,1305.0,5351772553900932.0,26.0,3869236.0,1488167692307692.0,20394378249426.0,0,0,0
4623108,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,Subclasse,G,46,462,46231,4623108,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,495.0,854.0,853.0,1132358280962563.0,5523.0,173905424.0,3148749302915082.0,210892187989394.0,0,0,0
4623109,Comércio atacadista de alimentos para animais,Subclasse,G,46,462,46231,4623109,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,530.0,405.0,416.0,1085214303127737.0,29524.0,8909327626000001.0,3017656017477307.0,255181136461239.0,0,0,0
4623199,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,Subclasse,G,46,462,46231,4623199,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,284.0,343.0,258.0,1537074243057228.0,37625.0,16081463806.0,4274143204252492.0,474325862808937.0,0,0,0
4631100,Comércio atacadista de leite e laticínios,Subclasse,G,46,463,46311,4631100,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,516.0,389.0,394.0,110098217359025.0,31583.0,9669140957000000.0,3061501743659564.0,26735568174654.0,0,0,0
4632001,Comércio atacadista de cereais e leguminosas beneficiados,Subclasse,G,46,463,46320,4632001,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,4.0,472.0,308.0,300.0,1150721726791413.0,42372.0,13558245724.0,3199812546964977.0,317964023572199.0,0,0,0
4632002,"Comércio atacadista de farinhas, amidos e féculas",Subclasse,G,46,463,46320,4632002,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,855.0,874.0,948.0,8211694136637846.0,4931.0,1125957482.0,2283426246197526.0,108085480211303.0,0,0,0
4632003,"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada",Subclasse,G,46,463,46320,4632003,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,866.0,704.0,784.0,8144889294395697.0,10444.0,2365409152.0,226484981999234.0,118694962992933.0,0,0,0
4633801,"Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos",Subclasse,G,46,463,46338,4633801,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,969.0,112.0,159.0,7502561098258381.0,142539.0,2973702188.0,2086237582696665.0,387314879267775.0,0,0,0
4633802,Comércio atacadista de aves vivas e ovos,Subclasse,G,46,463,46338,4633802,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,940.0,794.0,883.0,7663866104460962.0,7207.0,153587777.0,2131091674760649.0,98045169768969.0,0,0,0
4633803,Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação,Subclasse,G,46,463,46338,4633803,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1306.0,1316.0,1319.0,52193681775603.0,1.0,145135.0,145135.0,16802543021835.0,0,0,0
4634601,Comércio atacadista de carnes bovinas e suínas e derivados,Subclasse,G,46,463,46346,4634601,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,4.0,570.0,257.0,268.0,1038079579131249.0,55059.0,15893267425.0,2886588464192957.0,300355184547282.0,0,0,0
4634602,Comércio atacadista de aves abatidas e derivados,Subclasse,G,46,463,46346,4634602,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,3.0,2.0,624.0,783.0,810.0,9743678479289956.0,7624.0,2065665786.0,2709425217733473.0,156772610765076.0,0,0,0
4634603,Comércio atacadista de pescados e frutos do mar,Subclasse,G,46,463,46346,4634603,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,926.0,709.0,796.0,7747421390607628.0,10258.0,2209907506.0,2154325897835835.0,107085876108696.0,0,0,0
4634699,Comércio atacadista de carnes e derivados de outros animais,Subclasse,G,46,463,46346,4634699,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,862.0,1126.0,1153.0,8160250813757971.0,1094.0,248241881.0,2269121398537477.0,98006463961352.0,0,0,0
4635401,Comércio atacadista de água mineral,Subclasse,G,46,463,46354,4635401,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,975.0,823.0,919.0,7466566989102357.0,6440.0,1337091282.0,2076228698757764.0,9091073889968.0,0,0,0
4635402,"Comércio atacadista de cerveja, chope e refrigerante",Subclasse,G,46,463,46354,4635402,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,4.0,503.0,119.0,115.0,1120544888437775.0,139184.0,43368339717.0,3115899795738016.0,562883074421534.0,0,0,0
4635403,Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,Subclasse,G,46,463,46354,4635403,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,811.0,808.0,870.0,8438811266672792.0,6827.0,1602010657.0,2346580719203164.0,118670512625299.0,0,0,0
4635499,Comércio atacadista de bebidas não especificadas anteriormente,Subclasse,G,46,463,46354,4635499,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,510.0,465.0,468.0,1111965152262015.0,23766.0,7348547298999999.0,3092042118572751.0,251308594992209.0,0,0,0
4636201,Comércio atacadista de fumo beneficiado,Subclasse,G,46,463,46362,4636201,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,1.0,381.0,1085.0,1057.0,1291097787248837.0,1575.0,565449623.0,3590156336507937.0,262128879217282.0,0,0,0
4636202,"Comércio atacadista de cigarros, cigarrilhas e charutos",Subclasse,G,46,463,46362,4636202,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,237.0,812.0,721.0,1657449434218349.0,6774.0,3122048921.0,4608870565397106.0,422459903400945.0,0,0,0
4637101,"Comércio atacadista de café torrado, moído e solúvel",Subclasse,G,46,463,46371,4637101,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,1.0,514.0,1013.0,1021.0,1101971358293782.0,2329.0,713664377.0,3064252370115929.0,190451258134371.0,0,0,0
4637102,Comércio atacadista de açúcar,Subclasse,G,46,463,46371,4637102,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,205.0,1022.0,950.0,1775667958905215.0,2254.0,1112935239.0,4937600882874889.0,453294144896515.0,0,0,0
4637103,Comércio atacadista de óleos e gorduras,Subclasse,G,46,463,46371,4637103,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,320.0,1098.0,1055.0,1445860659696145.0,1411.0,567293332.0,4020505542168675.0,321904584671738.0,0,0,0
4637104,"Comércio atacadista de pães, bolos, biscoitos e similares",Subclasse,G,46,463,46371,4637104,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,673.0,516.0,540.0,9391725135484754.0,20671.0,5398350574.0,2611557531807847.0,178621994369661.0,0,0,0
4637105,Comércio atacadista de massas alimentícias,Subclasse,G,46,463,46371,4637105,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,3.0,2.0,599.0,852.0,877.0,9952599118889076.0,5615.0,1553962363.0,2767519791629564.0,157557699943433.0,0,0,0
4637106,Comércio atacadista de sorvetes,Subclasse,G,46,463,46371,4637106,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,708.0,679.0,744.0,9154968218983048.0,11273.0,28697930.0,2545722522842189.0,149138964264161.0,0,0,0
4637107,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",Subclasse,G,46,463,46371,4637107,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,3.0,3.0,618.0,635.0,679.0,9807313956715836.0,12999.0,3544983728.0,2727120338487576.0,171873627995599.0,0,0,0
4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,Subclasse,G,46,463,46371,4637199,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,3.0,4.0,621.0,301.0,320.0,9787761223761860.0,45241.0,12313167458.0,2721683308945426.0,251204105454092.0,0,0,0
4639701,Comércio atacadista de produtos alimentícios em geral,Subclasse,G,46,463,46397,4639701,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,839.0,40.0,54.0,8278133324038405.0,342240.0,7878025964400001.0,2301900994740533.0,877223478772298.0,0,0,0
4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada",Subclasse,G,46,463,46397,4639702,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,832.0,561.0,645.0,8318129532617533.0,17337.0,4010087529.0,2313022742689046.0,139293617614617.0,0,0,0
4641901,Comércio atacadista de tecidos,Subclasse,G,46,464,46419,4641901,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,834.0,523.0,588.0,8311591713174777.0,20338.0,4700528263.0,2311204770872259.0,145943561884408.0,0,0,0
4641902,"Comércio atacadista de artigos de cama, mesa e banho",Subclasse,G,46,464,46419,4641902,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,2.0,1063.0,868.0,973.0,6955743518393394.0,5078.0,9821786290000000.0,1934183987790469.0,73936347982729.0,0,0,0
4641903,Comércio atacadista de artigos de armarinho,Subclasse,G,46,464,46419,4641903,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,1.0,3.0,1025.0,604.0,741.0,7159351831385701.0,14559.0,2898407704.0,1990801362730957.0,9966793140823.0,0,0,0
4642701,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",Subclasse,G,46,464,46427,4642701,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,758.0,286.0,331.0,8859926210750212.0,48467.0,11940718705.0,2463680175170735.0,228311406554746.0,0,0,0
4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,Subclasse,G,46,464,46427,4642702,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,721.0,565.0,616.0,9092964209159488.0,17165.0,4340137747.0,2528481064375182.0,161433639447826.0,0,0,0
4643501,Comércio atacadista de calçados,Subclasse,G,46,464,46435,4643501,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,456.0,678.0,671.0,1173696638536133.0,11295.0,3686347904.0,3263698896857016.0,243028398892541.0,0,0,0
4643502,"Comércio atacadista de bolsas, malas e artigos de viagem",Subclasse,G,46,464,46435,4643502,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,840.0,911.0,988.0,8272454770899703.0,3966.0,9123076890000000.0,2300321959152799.0,107558008363371.0,0,0,0
4644301,Comércio atacadista de medicamentos e drogas de uso humano,Subclasse,G,46,464,46443,4644301,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,4.0,345.0,125.0,91.0,136827366046074.0,131807.0,50149391303.0,3804759330156972.0,683069559533621.0,0,0,0
4644302,Comércio atacadista de medicamentos e drogas de uso veterinário,Subclasse,G,46,464,46443,4644302,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,220.0,627.0,506.0,1705427867490429.0,13244.0,6280681223.0,474228422153428.0,463836038205104.0,0,0,0
4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",Subclasse,G,46,464,46451,4645101,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,173.0,216.0,134.0,1916672942297673.0,66742.0,35571440483.0,5329693518773785.0,749447320119759.0,0,0,0
4645102,Comércio atacadista de próteses e artigos de ortopedia,Subclasse,G,46,464,46451,4645102,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,272.0,886.0,820.0,1552278282566847.0,4579.0,1976489215.0,4316421085389823.0,373626266213513.0,0,0,0
4645103,Comércio atacadista de produtos odontológicos,Subclasse,G,46,464,46451,4645103,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,367.0,676.0,628.0,1325791149513457.0,11376.0,4193908227.0,3686628188291139.0,304499995329575.0,0,0,0
4646001,Comércio atacadista de cosméticos e produtos de perfumaria,Subclasse,G,46,464,46460,4646001,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,4.0,334.0,170.0,130.0,1401353855197284.0,94464.0,36810216182.0,3896745446095867.0,588005089032417.0,0,0,0
4646002,Comércio atacadista de produtos de higiene pessoal,Subclasse,G,46,464,46460,4646002,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,191.0,403.0,277.0,182282044903398.0,30307.0,15361763153.0,5068717838453163.0,573045589315734.0,0,0,0
4647801,Comércio atacadista de artigos de escritório e de papelaria,Subclasse,G,46,464,46478,4647801,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,718.0,475.0,521.0,910656563288237.0,22997.0,5823445711.0,2532263213027786.0,175745411420411.0,0,0,0
4647802,"Comércio atacadista de livros, jornais e outras publicações",Subclasse,G,46,464,46478,4647802,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,267.0,743.0,638.0,1575747980589166.0,9289.0,4070145606.0,4381683287759716.0,398313566583224.0,0,0,0
4649401,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,Subclasse,G,46,464,46494,4649401,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,475.0,663.0,660.0,1144940502321659.0,11835.0,3767952376.0,318373669286016.0,232909828321921.0,0,0,0
4649402,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,Subclasse,G,46,464,46494,4649402,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,290.0,643.0,556.0,1514880939769072.0,12398.0,5222571053.0,4212430273431199.0,383916823090791.0,0,0,0
4649403,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",Subclasse,G,46,464,46494,4649403,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,1.0,487.0,1009.0,1008.0,1136388812019062.0,2439.0,770713513.0,3159957002870029.0,204188696654941.0,0,0,0
4649404,Comércio atacadista de móveis e artigos de colchoaria,Subclasse,G,46,464,46494,4649404,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,856.0,637.0,739.0,8211508755973932.0,12739.0,2908791027.0,228337469738598.0,125772206165395.0,0,0,0
4649405,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,Subclasse,G,46,464,46494,4649405,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,733.0,999.0,1031.0,9000846100520075.0,2652.0,663760004.0,2502865776772248.0,124330380882076.0,0,0,0
4649406,"Comércio atacadista de lustres, luminárias e abajures",Subclasse,G,46,464,46494,4649406,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,538.0,949.0,965.0,1073532852970019.0,3421.0,1021227821.0,2985173402513885.0,182189561570445.0,0,0,0
4649407,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",Subclasse,G,46,464,46494,4649407,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,271.0,1224.0,1192.0,1554685821895715.0,335.0,144824377.0,4323115731343283.0,360772277787663.0,0,0,0
4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",Subclasse,G,46,464,46494,4649408,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,3.0,3.0,600.0,421.0,450.0,9948593723979522.0,28460.0,7873191508.0,2766406011243851.0,214545954465388.0,0,0,0
4649409,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",Subclasse,G,46,464,46494,4649409,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,833.0,859.0,930.0,8317341286232529.0,5339.0,1234805818.0,2312803554972841.0,111914217333831.0,0,0,0
4649410,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",Subclasse,G,46,464,46494,4649410,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,716.0,716.0,768.0,9114060657411578.0,9977.0,2528518356.0,2534347354916307.0,144887970354889.0,0,0,0
4649499,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,Subclasse,G,46,464,46494,4649499,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,669.0,266.0,296.0,9414632795576596.0,53286.0,13949888296.0,2617927466126187.0,258475216892424.0,0,0,0
4651601,Comércio atacadista de equipamentos de informática,Subclasse,G,46,465,46516,4651601,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,89.0,409.0,212.0,2595113174883711.0,29352.0,21181086079.0,7216232651608067.0,899267805009977.0,0,0,0
4651602,Comércio atacadista de suprimentos para informática,Subclasse,G,46,465,46516,4651602,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,559.0,937.0,962.0,1048609127601127.0,3584.0,1045047086.0,2915867985491071.0,172838305692077.0,0,0,0
4652400,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,Subclasse,G,46,465,46524,4652400,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,122.0,487.0,293.0,231939283703194.0,22039.0,14214134494.0,6449536954489768.0,750269668677361.0,0,0,0
4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",Subclasse,G,46,466,46613,4661300,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,275.0,193.0,141.0,1550697637526595.0,76875.0,33148698221.0,4312025784845529.0,607723754014793.0,0,0,0
4662100,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",Subclasse,G,46,466,46621,4662100,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,187.0,519.0,374.0,1859956669973116.0,20528.0,10617045776.0,5171982548713952.0,553131076639232.0,0,0,0
4663000,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,Subclasse,G,46,466,46630,4663000,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,243.0,208.0,148.0,1642423759007494.0,69617.0,31794701138.0,456708866196475.0,628280418900369.0,0,0,0
4664800,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",Subclasse,G,46,466,46648,4664800,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,111.0,591.0,377.0,2407734918292333.0,15446.0,1034139021.0,6695189829081963.0,75811062170372.0,0,0,0
4665600,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,Subclasse,G,46,466,46656,4665600,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,479.0,566.0,541.0,1144204649620678.0,16948.0,5392329071.0,3181690506844465.0,246418983451267.0,0,0,0
4669901,Comércio atacadista de bombas e compressores; partes e peças,Subclasse,G,46,466,46699,4669901,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,265.0,879.0,806.0,1579362387754554.0,4773.0,2096174577.0,4391733871778755.0,384923088503764.0,0,0,0
4669999,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,Subclasse,G,46,466,46699,4669999,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,227.0,261.0,187.0,1687275779269068.0,53903.0,25290256434.0,4691808699701315.0,59595140858038.0,0,0,0
4671100,Comércio atacadista de madeira e produtos derivados,Subclasse,G,46,467,46711,4671100,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,903.0,418.0,503.0,7923764147934986.0,28657.0,631417316.0,2203361538193112.0,153027942251558.0,0,0,0
4672900,Comércio atacadista de ferragens e ferramentas,Subclasse,G,46,467,46729,4672900,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,3.0,4.0,639.0,234.0,263.0,9583547216890318.0,59948.0,15975527585.0,2664897508674184.0,280531484096428.0,0,0,0
4673700,Comércio atacadista de material elétrico,Subclasse,G,46,467,46737,4673700,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,435.0,373.0,346.0,1200671484358283.0,34020.0,11358284159.0,3338707865667255.0,316974816699262.0,0,0,0
4674500,Comércio atacadista de cimento,Subclasse,G,46,467,46745,4674500,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,3.0,2.0,601.0,800.0,827.0,9916126063711174.0,7044.0,1942296871.0,2757377727143668.0,160119084005272.0,0,0,0
4679601,"Comércio atacadista de tintas, vernizes e similares",Subclasse,G,46,467,46796,4679601,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,488.0,765.0,761.0,1136186480182624.0,8288.0,2618506061.0,3159394378619691.0,219839862054815.0,0,0,0
4679602,Comércio atacadista de mármores e granitos,Subclasse,G,46,467,46796,4679602,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,742.0,701.0,760.0,8963240375045464.0,10525.0,262326021.0,2492408750593824.0,141944927545237.0,0,0,0
4679603,"Comércio atacadista de vidros, espelhos e vitrais",Subclasse,G,46,467,46796,4679603,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,882.0,782.0,855.0,8025011299502037.0,7634.0,170353881.0,223151533927168.0,109020619416573.0,0,0,0
4679604,Comércio atacadista especializado de materiais de construção não especificados anteriormente,Subclasse,G,46,467,46796,4679604,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,3.0,3.0,620.0,546.0,563.0,9795632891319986.0,18654.0,5081111172.0,2723872183981988.0,18555823375112.0,0,0,0
4679699,Comércio atacadista de materiais de construção em geral,Subclasse,G,46,467,46796,4679699,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,886.0,209.0,275.0,7989523164570909.0,69499.0,15440225539.0,2221647151613692.0,246365083573214.0,0,0,0
4681801,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR)",Subclasse,G,46,468,46818,4681801,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,85.0,480.0,251.0,2644271308348535.0,22508.0,16549967418.0,735292670072863.0,887970191681669.0,0,0,0
4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (TRR),Subclasse,G,46,468,46818,4681802,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,316.0,673.0,589.0,1457866515241241.0,11583.0,4695621055.0,4053890231373564.0,358334019761016.0,0,0,0
4681803,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",Subclasse,G,46,468,46818,4681803,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,962.0,959.0,1027.0,755319326910454.0,3243.0,681132762.0,2100316873265495.0,86343929849222.0,0,0,0
4681804,Comércio atacadista de combustíveis de origem mineral em bruto,Subclasse,G,46,468,46818,4681804,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,77.0,1248.0,1187.0,275363151920441.0,200.0,153140494.0,76570247.0,825144302547383.0,0,0,0
4681805,Comércio atacadista de lubrificantes,Subclasse,G,46,468,46818,4681805,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,406.0,612.0,572.0,1257795015562621.0,14146.0,494763607.0,3497551300721052.0,285019870642755.0,0,0,0
4682600,Comércio atacadista de gás liquefeito de petróleo (GLP),Subclasse,G,46,468,46826,4682600,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,195.0,466.0,332.0,1816417464182282.0,23585.0,1191257844.0,5050913054907781.0,546078843100854.0,0,0,0
4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",Subclasse,G,46,468,46834,4683400,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,233.0,185.0,126.0,166474253303686.0,82927.0,38388156263.0,4629150489346051.0,684269444758506.0,0,0,0
4684201,Comércio atacadista de resinas e elastômeros,Subclasse,G,46,468,46842,4684201,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,218.0,948.0,861.0,1723503021224011.0,3450.0,1653428305.0,4792545811594203.0,437087471448866.0,0,0,0
4684202,Comércio atacadista de solventes,Subclasse,G,46,468,46842,4684202,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,183.0,1269.0,1244.0,1873097473949845.0,116.0,6041886899999999.0,5208523189655172.0,483466962902025.0,0,0,0
4684299,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,Subclasse,G,46,468,46842,4684299,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,147.0,499.0,313.0,2092046738897364.0,21644.0,12591084315.0,5817355532711144.0,653886644354657.0,0,0,0
4685100,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",Subclasse,G,46,468,46851,4685100,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,358.0,431.0,385.0,1336983899594832.0,27338.0,10163590075.0,3717751874679933.0,356244292559744.0,0,0,0
4686901,Comércio atacadista de papel e papelão em bruto,Subclasse,G,46,468,46869,4686901,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,590.0,876.0,913.0,1011188525315253.0,4832.0,1358667798.0,2811812495860927.0,161307360500217.0,0,0,0
4686902,Comércio atacadista de embalagens,Subclasse,G,46,468,46869,4686902,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,919.0,278.0,366.0,7825632526599162.0,50069.0,10895385275.0,2176074072779564.0,197428413361667.0,0,0,0
4687701,Comércio atacadista de resíduos de papel e papelão,Subclasse,G,46,468,46877,4687701,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,1.0,3.0,998.0,481.0,597.0,7303424023294161.0,22433.0,4555836146.0,2030863525163821.0,120687170016151.0,0,0,0
4687702,"Comércio atacadista de resíduos e sucatas não metálicos, exceto de papel e papelão",Subclasse,G,46,468,46877,4687702,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,1.0,3.0,990.0,607.0,733.0,7384279636864353.0,14421.0,2961131781.0,2053347050135219.0,105832694767719.0,0,0,0
4687703,Comércio atacadista de resíduos e sucatas metálicos,Subclasse,G,46,468,46877,4687703,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,896.0,302.0,390.0,7955288417297035.0,44832.0,9917409979000000.0,2212127493531406.0,190086449744748.0,0,0,0
4689301,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",Subclasse,G,46,468,46893,4689301,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,245.0,733.0,617.0,1640126150003586.0,9512.0,4338137554.0,4560699699327166.0,424809353582847.0,0,0,0
