cnae_subclasse_key,descricao,nivel,secao,divisao,grupo,classe,subclasse,e_obj4_original,com_agr_original,com_min_original,e_obj4_ajustado,com_agr_ajustado,com_min_ajustado,excluir_obj4,classificacao,q_salario,q_vinculos,rank_salario,rank_vinculos,rank_massa,salario_relativo,vinculos,massa_salarial_rais_2024,remuneracao,indice,e_obj4,com_agr,com_min
2790299,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,Subclasse,C,27,279,27902,2790299,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,4.0,414.0,307.0,286.0,1242349334548888.0,42847.0,14801930991.0,3454601486918571.0,360026609132472.0,0,0,0
2811900,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",Subclasse,C,28,281,28119,2811900,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,110.0,806.0,595.0,2411745492507285.0,6850.0,4593844294.0,6706342035036496.0,721888942968766.0,0,0,0
2812700,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",Subclasse,C,28,281,28127,2812700,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,228.0,545.0,420.0,1680228319625624.0,18704.0,8738904997.0,467221182474337.0,472302185306905.0,0,0,0
2813500,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",Subclasse,C,28,281,28135,2813500,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,383.0,476.0,438.0,1289340131090497.0,22766.0,8162222998.0,3585268821048933.0,3227981468372.0,0,0,0
2814301,"Fabricação de compressores para uso industrial, peças e acessórios",Subclasse,C,28,281,28143,2814301,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,169.0,656.0,490.0,1955738088826487.0,11994.0,6522723399.0,5438321993496748.0,56052759444276.0,0,0,0
2814302,"Fabricação de compressores para uso não industrial, peças e acessórios",Subclasse,C,28,281,28143,2814302,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,254.0,995.0,937.0,1608813856675602.0,2693.0,1204748448.0,4473629587820275.0,389606453526287.0,0,0,0
2815101,Fabricação de rolamentos para fins industriais,Subclasse,C,28,281,28151,2815101,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,143.0,1129.0,1038.0,2113322884511285.0,1076.0,63231335.0,587651812267658.0,580414087968718.0,0,0,0
2815102,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",Subclasse,C,28,281,28151,2815102,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,209.0,618.0,484.0,1759800536562718.0,13687.0,6697703794.0,4893478332724483.0,487431689922607.0,0,0,0
2821601,"Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios",Subclasse,C,28,282,28216,2821601,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,494.0,850.0,843.0,1132576780696103.0,5734.0,1805841238.0,3149356885245902.0,211544896641455.0,0,0,0
2821602,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",Subclasse,C,28,282,28216,2821602,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,1.0,415.0,1004.0,993.0,1236943639284236.0,2558.0,8798419720000001.0,343956986708366.0,243810942373679.0,0,0,0
2822401,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",Subclasse,C,28,282,28224,2822401,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,185.0,796.0,668.0,1861407461531043.0,7176.0,3714309631.0,5176016765607581.0,504806641599666.0,0,0,0
2822402,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",Subclasse,C,28,282,28224,2822402,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,291.0,435.0,349.0,1512710264212417.0,26851.0,11294589267.0,4206394274701129.0,429225371348899.0,0,0,0
2823200,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",Subclasse,C,28,282,28232,2823200,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,445.0,380.0,359.0,1183767543179195.0,33368.0,10983754794.0,3291703067010309.0,307857685972543.0,0,0,0
2824101,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,Subclasse,C,28,282,28241,2824101,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,1.0,400.0,1151.0,1131.0,1264863996730852.0,874.0,307403981.0,3517208020594966.0,24990346041381.0,0,0,0
2824102,Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial,Subclasse,C,28,282,28241,2824102,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,374.0,753.0,714.0,1303211206712185.0,8776.0,3180282097.0,3623840128760255.0,287830653188612.0,0,0,0
2825900,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",Subclasse,C,28,282,28259,2825900,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,333.0,828.0,773.0,1401551673445558.0,6363.0,2479849139.0,3897295519409084.0,319739073885774.0,0,0,0
2829101,"Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios",Subclasse,C,28,282,28291,2829101,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,1.0,481.0,1189.0,1176.0,1142569221054216.0,568.0,180461715.0,317714286971831.0,201555445779329.0,0,0,0
2829199,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",Subclasse,C,28,282,28291,2829199,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,279.0,191.0,140.0,1544539640274821.0,78849.0,3386487466.0,4294902238455783.0,611094171455401.0,0,0,0
2831300,"Fabricação de tratores agrícolas, peças e acessórios",Subclasse,C,28,283,28313,2831300,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,155.0,742.0,554.0,2024770475793549.0,9298.0,5235034707.0,5630280390406539.0,577913625223182.0,0,0,0
2832100,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",Subclasse,C,28,283,28321,2832100,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,312.0,842.0,775.0,1467183702661192.0,6019.0,2455630741.0,4079798539624522.0,344649071237088.0,0,0,0
2833000,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",Subclasse,C,28,283,28330,2833000,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,294.0,143.0,103.0,1501567040647467.0,111553.0,46577932284.0,4175408306724158.0,6939089697283.0,0,0,0
2840200,"Fabricação de máquinas-ferramenta, peças e acessórios",Subclasse,C,28,284,28402,2840200,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,259.0,456.0,361.0,1595882361547092.0,24740.0,10978797985.0,4437670972109943.0,457467871018553.0,0,0,0
2851800,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",Subclasse,C,28,285,28518,2851800,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,58.0,735.0,427.0,322058342545353.0,9402.0,8419940534.0,8955478125930653.0,105670750180745.0,0,0,0
2852600,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",Subclasse,C,28,285,28526,2852600,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,263.0,745.0,642.0,1584354240422106.0,9137.0,4025410169.0,4405614719273284.0,401254861269113.0,0,0,0
2853400,"Fabricação de tratores, peças e acessórios, exceto agrícolas",Subclasse,C,28,285,28534,2853400,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,231.0,756.0,643.0,1668438066492191.0,8671.0,4022846858.0,4639426661284742.0,433276289949059.0,0,0,0
2854200,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",Subclasse,C,28,285,28542,2854200,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,150.0,718.0,528.0,2063478452112001.0,9916.0,568971719.0,5737915681726502.0,595825960692931.0,0,0,0
2861500,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",Subclasse,C,28,286,28615,2861500,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,365.0,692.0,647.0,1329689552448517.0,10832.0,4005097857.0,369746847950517.0,304465370296392.0,0,0,0
2862300,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",Subclasse,C,28,286,28623,2862300,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,246.0,423.0,307.0,1635616101490645.0,28328.0,12884023696.0,4548158604913866.0,486241419481685.0,0,0,0
2863100,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",Subclasse,C,28,286,28631,2863100,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,261.0,1036.0,985.0,1588999006565593.0,2080.0,9190543280000000.0,4418530423076922.0,379836400691154.0,0,0,0
2864000,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",Subclasse,C,28,286,28640,2864000,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,379.0,950.0,934.0,1293166814586497.0,3396.0,1221170928.0,3595909681978798.0,268216508426334.0,0,0,0
2865800,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",Subclasse,C,28,286,28658,2865800,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,115.0,864.0,693.0,2367775828140824.0,5152.0,3392115731.0,6584075564829193.0,69707154899342.0,0,0,0
2866600,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",Subclasse,C,28,286,28666,2866600,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,378.0,918.0,909.0,1295054302435673.0,3855.0,1388246494.0,3601158220492866.0,27028882622697.0,0,0,0
2869100,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",Subclasse,C,28,286,28691,2869100,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,281.0,217.0,165.0,1539133924359009.0,66679.0,28537748915.0,4279870561196179.0,569104399692193.0,0,0,0
2910701,"Fabricação de automóveis, camionetas e utilitários",Subclasse,C,29,291,29107,2910701,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,132.0,190.0,92.0,2249018686696932.0,80175.0,50140222455.0,6253847515434986.0,964246364664514.0,0,0,0
2910702,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",Subclasse,C,29,291,29107,2910702,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,310.0,1105.0,1056.0,1468407619002382.0,1385.0,565523461.0,4083201884476534.0,330600831955664.0,0,0,0
2910703,"Fabricação de motores para automóveis, camionetas e utilitários",Subclasse,C,29,291,29107,2910703,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,172.0,818.0,680.0,1921319346359112.0,6587.0,3519179695.0,5342613777136785.0,526389599649727.0,0,0,0
2920401,Fabricação de caminhões e ônibus,Subclasse,C,29,292,29204,2920401,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,94.0,305.0,150.0,2569421996013705.0,43744.0,3125418327.0,7144793176207022.0,95473727225546.0,0,0,0
2920402,Fabricação de motores para caminhões e ônibus,Subclasse,C,29,292,29204,2920402,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,42.0,961.0,701.0,3674600783391162.0,3232.0,3302446109.0,1021796444616337.0,1200689787013618.0,0,0,0
2930101,"Fabricação de cabines, carrocerias e reboques para caminhões",Subclasse,C,29,293,29301,2930101,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,4.0,502.0,220.0,219.0,112102764635241.0,63173.0,19692554156.0,3117242200940275.0,360286610354419.0,0,0,0
2930102,Fabricação de carrocerias para ônibus,Subclasse,C,29,293,29301,2930102,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,429.0,601.0,571.0,1214682996736568.0,14679.0,4958081332.0,3377669685945909.0,268987460122778.0,0,0,0
2930103,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",Subclasse,C,29,293,29301,2930103,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,575.0,738.0,757.0,1026386688587647.0,9366.0,2673125743.0,2854074036942131.0,178818470405051.0,0,0,0
2941700,Fabricação de peças e acessórios para o sistema motor de veículos automotores,Subclasse,C,29,294,29417,2941700,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,198.0,292.0,196.0,1802341550038582.0,47194.0,23652557497.0,5011772152604144.0,624816468425674.0,0,0,0
2942500,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,Subclasse,C,29,294,29425,2942500,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,184.0,632.0,483.0,186544122248208.0,13087.0,6788532412.0,518723344693207.0,528100378021899.0,0,0,0
2943300,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,Subclasse,C,29,294,29433,2943300,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,296.0,467.0,392.0,1499998797355984.0,23578.0,9834495776000000.0,4171047491729579.0,413438716923122.0,0,0,0
2944100,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,Subclasse,C,29,294,29441,2944100,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,300.0,488.0,409.0,149051260033042.0,22031.0,9131120755.0,4144669218374109.0,404565544441271.0,0,0,0
2945000,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",Subclasse,C,29,294,29450,2945000,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,4.0,584.0,268.0,281.0,1020067344373152.0,53138.0,1507260344.0,2836501832963228.0,287177290924859.0,0,0,0
2949201,Fabricação de bancos e estofados para veículos automotores,Subclasse,C,29,294,29492,2949201,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,380.0,661.0,621.0,1292738173690346.0,11875.0,426872734.0,359471776.0,292636324086997.0,0,0,0
2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,Subclasse,C,29,294,29492,2949299,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,4.0,317.0,77.0,52.0,1455041620618279.0,203216.0,82221905777.0,4046035045321235.0,954716635796066.0,0,0,0
2950600,Recondicionamento e recuperação de motores para veículos automotores,Subclasse,C,29,295,29506,2950600,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,768.0,549.0,601.0,8803959035478972.0,18463.0,4519959118.0,2448117379624113.0,156073826217147.0,0,0,0
3011301,Construção de embarcações de grande porte,Subclasse,C,30,301,30113,3011301,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,282.0,348.0,272.0,153855796248842.0,36200.0,15487333721.0,4278268983701658.0,47037251168833.0,0,0,0
3011302,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",Subclasse,C,30,301,30113,3011302,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,483.0,901.0,917.0,1137467241410291.0,4242.0,1341725847.0,3162955792079208.0,209462098011373.0,0,0,0
3012100,Construção de embarcações para esporte e lazer,Subclasse,C,30,301,30121,3012100,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,682.0,805.0,847.0,9328224569063044.0,6870.0,1782009249.0,2593899925764192.0,143402437826352.0,0,0,0
3031800,"Fabricação de locomotivas, vagões e outros materiais rodantes",Subclasse,C,30,303,30318,3031800,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,71.0,947.0,748.0,2869118272920561.0,3452.0,2754060411.0,797815878041715.0,886238711506543.0,0,0,0
3032600,Fabricação de peças e acessórios para veículos ferroviários,Subclasse,C,30,303,30326,3032600,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,164.0,1088.0,997.0,1980324698797289.0,1549.0,8529862800000001.0,5506689993544222.0,53050516383335.0,0,0,0
3041500,Fabricação de aeronaves,Subclasse,C,30,304,30415,3041500,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,36.0,531.0,214.0,3823417264042652.0,19681.0,20924403299.0,1063177851684366.0,1362652468737593.0,0,0,0
3042300,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",Subclasse,C,30,304,30423,3042300,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,2.0,156.0,907.0,791.0,2022984083129428.0,4071.0,2290064909.0,5625312967329894.0,556910200139383.0,0,0,0
3050400,Fabricação de veículos militares de combate,Subclasse,C,30,305,30504,3050400,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,4.0,1.0,247.0,1318.0,1317.0,1628560827285556.0,1.0,452854.0,452854.0,3883064378824.0,0,0,0
3091101,Fabricação de motocicletas,Subclasse,C,30,309,30911,3091101,0,0,0,0,0,0,0,Alta remuneração e alto emprego,4.0,3.0,157.0,602.0,436.0,2019986304588612.0,14602.0,8201909878.0,561697704287084.0,596566893303421.0,0,0,0
3091102,Fabricação de peças e acessórios para motocicletas,Subclasse,C,30,309,30911,3091102,0,0,0,0,0,0,0,Alta remuneração e alto emprego,3.0,3.0,490.0,629.0,630.0,1135910679951302.0,13189.0,4165913758.0,3158627460762757.0,232908800616675.0,0,0,0
3092000,"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios",Subclasse,C,30,309,30920,3092000,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,734.0,603.0,674.0,8997523488166239.0,14582.0,3648331617.0,2501941857769853.0,152532565012027.0,0,0,0
3099700,Fabricação de equipamentos de transporte não especificados anteriormente,Subclasse,C,30,309,30997,3099700,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,2.0,535.0,965.0,979.0,10746688265817.0,3220.0,9622429700000000.0,2988332204968944.0,182110935348135.0,0,0,0
3101200,Fabricação de móveis com predominância de madeira,Subclasse,C,31,310,31012,3101200,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,861.0,45.0,64.0,81805764966983.0,304566.0,69281862387.0,2274773362325407.0,78491581277803.0,0,0,0
3102100,Fabricação de móveis com predominância de metal,Subclasse,C,31,310,31021,3102100,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,752.0,283.0,329.0,8892703792967308.0,49083.0,12137217928.0,2472794639284477.0,230854694147027.0,0,0,0
3103900,"Fabricação de móveis de outros materiais, exceto madeira e metal",Subclasse,C,31,310,31039,3103900,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,914.0,654.0,759.0,787698467677223.0,12015.0,2631709812.0,219035356803995.0,114635365872377.0,0,0,0
3104700,Fabricação de colchões,Subclasse,C,31,310,31047,3104700,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,4.0,829.0,317.0,396.0,8349580466097867.0,41399.0,9611888608.0,2321768305514626.0,195176633183564.0,0,0,0
311601,Pesca de peixes em água salgada,Subclasse,A,03,031,03116,0311601,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,865.0,695.0,778.0,8147681228502546.0,10735.0,2432149697.0,2265626173265021.0,119430497213067.0,0,0,0
311602,Pesca de crustáceos e moluscos em água salgada,Subclasse,A,03,031,03116,0311602,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1086.0,1122.0,1162.0,6843302653797666.0,1143.0,217503476.0,1902917550306212.0,62656929039997.0,0,0,0
311603,Coleta de outros produtos marinhos,Subclasse,A,03,031,03116,0311603,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1212.0,1306.0,1307.0,6139015817859363.0,17.0,290203.0,1707076470588235.0,41455633586944.0,0,0,0
311604,Atividades de apoio à pesca em água salgada,Subclasse,A,03,031,03116,0311604,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1003.0,1220.0,1235.0,72884611369367.0,365.0,73974652.0,2026702794520548.0,72977000237014.0,0,0,0
312401,Pesca de peixes em água doce,Subclasse,A,03,031,03124,0312401,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1197.0,1181.0,1214.0,6232063439822972.0,614.0,106403144.0,1732950228013029.0,45140801181571.0,0,0,0
312402,,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",PESCA E AQÜICULTURA,Pesca,Pesca em água doce,Pesca de crustáceos e moluscos em água doce,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0
312403,Coleta de outros produtos aquáticos de água doce,Subclasse,A,03,031,03124,0312403,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,934.0,1298.0,1300.0,7720711120104699.0,28.0,6011316.0,2146898571428571.0,83829220712081.0,0,0,0
312404,Atividades de apoio à pesca em água doce,Subclasse,A,03,031,03124,0312404,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1012.0,1256.0,1269.0,7236188091297058.0,155.0,31188592.0,2012167225806452.0,71126665801674.0,0,0,0
3211601,Lapidação de gemas,Subclasse,C,32,321,32116,3211601,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,849.0,1077.0,1107.0,8248002632862563.0,1642.0,376596403.0,2293522551766139.0,101613074835738.0,0,0,0
3211602,Fabricação de artefatos de joalheria e ourivesaria,Subclasse,C,32,321,32116,3211602,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,2.0,3.0,692.0,620.0,681.0,9268423813094140.0,13532.0,3487563288.0,2577271126219332.0,157787938837154.0,0,0,0
3211603,Cunhagem de moedas e medalhas,Subclasse,C,32,321,32116,3211603,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,1.0,384.0,1257.0,1250.0,128822340794902.0,155.0,55523535.0,3582163548387096.0,256900048201663.0,0,0,0
3212400,Fabricação de bijuterias e artefatos semelhantes,Subclasse,C,32,321,32124,3212400,0,0,0,0,0,0,0,Baixa remuneração e alto emprego,1.0,3.0,1059.0,645.0,782.0,6975806821485494.0,12261.0,2378343404.0,193976299159938.0,89569558593657.0,0,0,0
321301,Criação de peixes em água salgada e salobra,Subclasse,A,03,032,03213,0321301,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1105.0,1245.0,1262.0,6721907394517725.0,232.0,43364539.0,1869161163793103.0,57506473604926.0,0,0,0
321302,Criação de camarões em água salgada e salobra,Subclasse,A,03,032,03213,0321302,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,2.0,1099.0,751.0,860.0,6753515143507167.0,8847.0,1661422659.0,1877950332316039.0,76185406252476.0,0,0,0
321303,Criação de ostras e mexilhões em água salgada e salobra,Subclasse,A,03,032,03213,0321303,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1027.0,1253.0,1268.0,7151183736895824.0,166.0,33009599.0,1988530060240964.0,68872480612671.0,0,0,0
321304,Criação de peixes ornamentais em água salgada e salobra,Subclasse,A,03,032,03213,0321304,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1286.0,1287.0,1295.0,5543529057545101.0,53.0,8169894.0,1541489433962264.0,25580323462951.0,0,0,0
321305,Atividades de apoio à aquicultura em água salgada e salobra,Subclasse,A,03,032,03213,0321305,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1073.0,1244.0,1258.0,688380710388775.0,240.0,45940335.0,1914180625.0,61862665305238.0,0,0,0
321399,Cultivos e semicultivos da aquicultura em água salgada e salobra não especificados anteriormente,Subclasse,A,03,032,03213,0321399,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1031.0,1260.0,1271.0,712072793706843.0,140.0,27720857.0,1980061214285714.0,68001326618027.0,0,0,0
3220500,"Fabricação de instrumentos musicais, peças e acessórios",Subclasse,C,32,322,32205,3220500,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,801.0,1039.0,1078.0,8552406858359664.0,2042.0,485621957.0,2378168251714006.0,110754576645056.0,0,0,0
322101,Criação de peixes em água doce,Subclasse,A,03,032,03221,0322101,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,956.0,726.0,812.0,7591374038999662.0,9721.0,2052038749.0,2110933802077976.0,101520919082314.0,0,0,0
322102,Criação de camarões em água doce,Subclasse,A,03,032,03221,0322102,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1283.0,1160.0,1201.0,5579358028895131.0,809.0,125512499.0,155145239802225.0,27985274663288.0,0,0,0
322103,Criação de ostras e mexilhões em água doce,Subclasse,A,03,032,03221,0322103,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1214.0,1312.0,1313.0,6129303314672176.0,7.0,1193063.0,1704375714285714.0,41175725113863.0,0,0,0
322104,Criação de peixes ornamentais em água doce,Subclasse,A,03,032,03221,0322104,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1227.0,1217.0,1241.0,6041607111483931.0,382.0,6417561899999999.0,167999002617801.0,39568107311117.0,0,0,0
322105,Ranicultura,Subclasse,A,03,032,03221,0322105,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1189.0,1308.0,1309.0,625846483940702.0,12.0,208835.0,1740291666666667.0,44643826669631.0,0,0,0
322106,Criação de jacaré,Subclasse,A,03,032,03221,0322106,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,885.0,1294.0,1296.0,8002133150526558.0,36.0,8010553.0,2225153611111111.0,91382523886317.0,0,0,0
322107,Atividades de apoio à aquicultura em água doce,Subclasse,A,03,032,03221,0322107,0,0,0,0,0,0,0,Alta remuneração e baixo emprego,3.0,1.0,567.0,1228.0,1225.0,1040957737583936.0,318.0,9204801800000000.0,2894591761006289.0,16147177477245.0,0,0,0
322199,Cultivos e semicultivos da aquicultura em água doce não especificados anteriormente,Subclasse,A,03,032,03221,0322199,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,694.0,1206.0,1206.0,9239066977099544.0,474.0,121775713.0,2569107869198312.0,125557145171489.0,0,0,0
3230200,Fabricação de artefatos para pesca e esporte,Subclasse,C,32,323,32302,3230200,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,2.0,870.0,746.0,813.0,8115205102245695.0,9093.0,205192232.0,2256595535026944.0,114814885626436.0,0,0,0
3240001,Fabricação de jogos eletrônicos,Subclasse,C,32,324,32400,3240001,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,2.0,1.0,744.0,1251.0,1259.0,8948190795041649.0,184.0,4578332.0,2488223913043478.0,117065337372711.0,0,0,0
3240002,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",Subclasse,C,32,324,32400,3240002,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1032.0,1264.0,1274.0,712024343421269.0,131.0,25937037.0,1979926488549618.0,67969273853059.0,0,0,0
3240003,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",Subclasse,C,32,324,32400,3240003,0,0,0,0,0,0,0,Baixa remuneração e baixo emprego,1.0,1.0,1076.0,1162.0,1188.0,6870456376531371.0,800.0,152837455.0,19104681875.0,62672721847681.0,0,0,0
