nivel_territorial,tipo_grupo,grupo,metodo_media,razao_referencia,n_territorios_grupo,massa_total_grupo,massa_obj4_grupo,massa_com_grupo,razao_dependencia_grupo_ponderada,razao_dependencia_grupo_media_simples,razao_dependencia_grupo_media_pond
tipologia,jenks_pib_pop,JPIB2_JPOP2,simples,0.747599902435973,40,98145313129.1371,36726340548.158134,2048959270.7759252,0.05578991100649375,0.747599902435973,0.05578991100649375
tipologia,jenks_pib_pop,JPIB2_JPOP2,ponderada_refeita,0.05578991100649375,40,98145313129.1371,36726340548.158134,2048959270.7759252,0.05578991100649375,0.747599902435973,0.05578991100649375
tipologia,jenks_pib_pop,JPIB2_JPOP2,ponderada_massa_obj4,0.05578991100649375,40,98145313129.1371,36726340548.158134,2048959270.7759252,0.05578991100649375,0.747599902435973,0.05578991100649375
tipologia,jenks_pib_pop,JPIB2_JPOP3,simples,0.4043372997301657,13,6328173049.163009,2297600906.2844768,220815657.5199684,0.0961070553706633,0.4043372997301657,0.09610705537066333
tipologia,jenks_pib_pop,JPIB2_JPOP3,ponderada_refeita,0.0961070553706633,13,6328173049.163009,2297600906.2844768,220815657.5199684,0.0961070553706633,0.4043372997301657,0.09610705537066333
tipologia,jenks_pib_pop,JPIB2_JPOP3,ponderada_massa_obj4,0.09610705537066333,13,6328173049.163009,2297600906.2844768,220815657.5199684,0.0961070553706633,0.4043372997301657,0.09610705537066333
tipologia,jenks_pib_pop,JPIB3_JPOP3,simples,2.5953944581781916,2,196442059.44116595,62005974.34127998,69055171.24482918,1.1136857694510294,2.5953944581781916,1.1136857694510292
tipologia,jenks_pib_pop,JPIB3_JPOP3,ponderada_refeita,1.1136857694510294,2,196442059.44116595,62005974.34127998,69055171.24482918,1.1136857694510294,2.5953944581781916,1.1136857694510292
tipologia,jenks_pib_pop,JPIB3_JPOP3,ponderada_massa_obj4,1.1136857694510292,2,196442059.44116595,62005974.34127998,69055171.24482918,1.1136857694510294,2.5953944581781916,1.1136857694510292
tipologia,jenks_pib_pop,JPIB3_JPOP4,simples,0.003148241477472,1,130208753593.1282,53495191800.41718,168415781.6713939,0.003148241477472009,0.003148241477472,0.003148241477472
tipologia,jenks_pib_pop,JPIB3_JPOP4,ponderada_refeita,0.003148241477472009,1,130208753593.1282,53495191800.41718,168415781.6713939,0.003148241477472009,0.003148241477472,0.003148241477472
tipologia,jenks_pib_pop,JPIB3_JPOP4,ponderada_massa_obj4,0.003148241477472,1,130208753593.1282,53495191800.41718,168415781.6713939,0.003148241477472009,0.003148241477472,0.003148241477472
tipologia,jenks_pib_pop,JPIB4_JPOP4,simples,9.21339458418128,1,48190178.96970081,2720914.255615234,25068856.66670704,9.213394584181282,9.21339458418128,9.21339458418128
tipologia,jenks_pib_pop,JPIB4_JPOP4,ponderada_refeita,9.213394584181282,1,48190178.96970081,2720914.255615234,25068856.66670704,9.213394584181282,9.21339458418128,9.21339458418128
tipologia,jenks_pib_pop,JPIB4_JPOP4,ponderada_massa_obj4,9.21339458418128,1,48190178.96970081,2720914.255615234,25068856.66670704,9.213394584181282,9.21339458418128,9.21339458418128
tipologia,jenks_pibpc_pop,JPIBPC1_JPOP1,simples,0.7483297057017497,681,2750749446611.963,1107984844891.4248,116228027047.72397,0.10490037619522995,0.7483297057017497,0.10490037619522996
tipologia,jenks_pibpc_pop,JPIBPC1_JPOP1,ponderada_refeita,0.10490037619522995,681,2750749446611.963,1107984844891.4248,116228027047.72397,0.10490037619522995,0.7483297057017497,0.10490037619522996
tipologia,jenks_pibpc_pop,JPIBPC1_JPOP1,ponderada_massa_obj4,0.10490037619522996,681,2750749446611.963,1107984844891.4248,116228027047.72397,0.10490037619522995,0.7483297057017497,0.10490037619522996
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP1,simples,0.19848784044254666,98,1582414263379.6638,629520167490.7064,22094423245.971825,0.035097244515677896,0.19848784044254666,0.035097244515677896
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP1,ponderada_refeita,0.035097244515677896,98,1582414263379.6638,629520167490.7064,22094423245.971825,0.035097244515677896,0.19848784044254666,0.035097244515677896
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP1,ponderada_massa_obj4,0.035097244515677896,98,1582414263379.6638,629520167490.7064,22094423245.971825,0.035097244515677896,0.19848784044254666,0.035097244515677896
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP2,simples,0.338916783146072,118,420198398414.26184,177884744989.05997,2716238718.95089,0.015269655186665617,0.338916783146072,0.015269655186665624
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP2,ponderada_refeita,0.015269655186665617,118,420198398414.26184,177884744989.05997,2716238718.95089,0.015269655186665617,0.338916783146072,0.015269655186665624
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP2,ponderada_massa_obj4,0.015269655186665624,118,420198398414.26184,177884744989.05997,2716238718.95089,0.015269655186665617,0.338916783146072,0.015269655186665624
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP3,simples,0.5527233901918005,8,1979135473.57459,758267450.8230101,188127468.17705762,0.24810173240703842,0.5527233901918005,0.24810173240703848
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP3,ponderada_refeita,0.24810173240703842,8,1979135473.57459,758267450.8230101,188127468.17705762,0.24810173240703842,0.5527233901918005,0.24810173240703848
tipologia,jenks_pibpc_pop,JPIBPC2_JPOP3,ponderada_massa_obj4,0.24810173240703848,8,1979135473.57459,758267450.8230101,188127468.17705762,0.24810173240703842,0.5527233901918005,0.24810173240703848
tipologia,jenks_pibpc_pop,JPIBPC3_JPOP3,simples,0.9319415028689466,6,4437663760.664145,1549085430.0728521,79078832.28244972,0.051048722521862926,0.9319415028689466,0.051048722521862926
tipologia,jenks_pibpc_pop,JPIBPC3_JPOP3,ponderada_refeita,0.051048722521862926,6,4437663760.664145,1549085430.0728521,79078832.28244972,0.051048722521862926,0.9319415028689466,0.051048722521862926
tipologia,jenks_pibpc_pop,JPIBPC3_JPOP3,ponderada_massa_obj4,0.051048722521862926,6,4437663760.664145,1549085430.0728521,79078832.28244972,0.051048722521862926,0.9319415028689466,0.051048722521862926
tipologia,jenks_pibpc_pop,JPIBPC4_JPOP3,simples,0.4337376741004535,1,107815874.3654385,52253999.72989464,22664528.30529023,0.43373767410045355,0.4337376741004535,0.4337376741004535
tipologia,jenks_pibpc_pop,JPIBPC4_JPOP3,ponderada_refeita,0.43373767410045355,1,107815874.3654385,52253999.72989464,22664528.30529023,0.43373767410045355,0.4337376741004535,0.4337376741004535
tipologia,jenks_pibpc_pop,JPIBPC4_JPOP3,ponderada_massa_obj4,0.4337376741004535,1,107815874.3654385,52253999.72989464,22664528.30529023,0.43373767410045355,0.4337376741004535,0.4337376741004535
tipologia,jenks_pibpc_pop,JPIBPC4_JPOP4,simples,0.003148241477472,1,130208753593.1282,53495191800.41718,168415781.6713939,0.003148241477472009,0.003148241477472,0.003148241477472
tipologia,jenks_pibpc_pop,JPIBPC4_JPOP4,ponderada_refeita,0.003148241477472009,1,130208753593.1282,53495191800.41718,168415781.6713939,0.003148241477472009,0.003148241477472,0.003148241477472
tipologia,jenks_pibpc_pop,JPIBPC4_JPOP4,ponderada_massa_obj4,0.003148241477472,1,130208753593.1282,53495191800.41718,168415781.6713939,0.003148241477472009,0.003148241477472,0.003148241477472
tipologia,jenks_pibpc_pop,,simples,9.21339458418128,1,48190178.96970081,2720914.255615234,25068856.66670704,9.213394584181282,9.21339458418128,9.21339458418128
tipologia,jenks_pibpc_pop,,ponderada_refeita,9.213394584181282,1,48190178.96970081,2720914.255615234,25068856.66670704,9.213394584181282,9.21339458418128,9.21339458418128
tipologia,jenks_pibpc_pop,,ponderada_massa_obj4,9.21339458418128,1,48190178.96970081,2720914.255615234,25068856.66670704,9.213394584181282,9.21339458418128,9.21339458418128
