nivel_territorial,tipo_grupo,grupo,metodo_media,razao_referencia,n_territorios_grupo,massa_total_grupo,massa_obj4_grupo,massa_com_grupo,razao_dependencia_grupo_ponderada,razao_dependencia_grupo_media_simples,razao_dependencia_grupo_media_pond
tipologia,q_pib_pop,QPIB3_QPOP4,ponderada_massa_obj4,0.12618871053112676,43,80470569054.4569,30287315450.281696,3821917282.1205206,0.12618871053112676,0.23279656197407544,0.12618871053112676
tipologia,q_pib_pop,QPIB4_QPOP1,simples,0.2116767178395964,2,3389374776.0782223,1339167334.8317103,39522063.667663574,0.02951241614075825,0.2116767178395964,0.02951241614075826
tipologia,q_pib_pop,QPIB4_QPOP1,ponderada_refeita,0.02951241614075825,2,3389374776.0782223,1339167334.8317103,39522063.667663574,0.02951241614075825,0.2116767178395964,0.02951241614075826
tipologia,q_pib_pop,QPIB4_QPOP1,ponderada_massa_obj4,0.02951241614075826,2,3389374776.0782223,1339167334.8317103,39522063.667663574,0.02951241614075825,0.2116767178395964,0.02951241614075826
tipologia,q_pib_pop,QPIB4_QPOP2,simples,1.4309266846736068,7,30965598567.960297,8989000309.400734,7156674044.757799,0.7961590608994995,1.4309266846736068,0.7961590608994995
tipologia,q_pib_pop,QPIB4_QPOP2,ponderada_refeita,0.7961590608994995,7,30965598567.960297,8989000309.400734,7156674044.757799,0.7961590608994995,1.4309266846736068,0.7961590608994995
tipologia,q_pib_pop,QPIB4_QPOP2,ponderada_massa_obj4,0.7961590608994995,7,30965598567.960297,8989000309.400734,7156674044.757799,0.7961590608994995,1.4309266846736068,0.7961590608994995
tipologia,q_pib_pop,QPIB4_QPOP3,simples,0.2112882279249366,41,211795930686.71796,90600808337.00717,10173803251.671452,0.11229263224482533,0.2112882279249366,0.11229263224482533
tipologia,q_pib_pop,QPIB4_QPOP3,ponderada_refeita,0.11229263224482533,41,211795930686.71796,90600808337.00717,10173803251.671452,0.11229263224482533,0.2112882279249366,0.11229263224482533
tipologia,q_pib_pop,QPIB4_QPOP3,ponderada_massa_obj4,0.11229263224482533,41,211795930686.71796,90600808337.00717,10173803251.671452,0.11229263224482533,0.2112882279249366,0.11229263224482533
