Código CNAE;Descrição;Nível;Seção;Divisão;Grupo;Classe;Subclasse;Vínculos;Remuneração;Massa salarial;Salário relativo;Dif. abs.;Dif. %;Share vínculos;Share massa;Q salário;Q vínculos;Jenks;Rank salário;Rank vínculos;Rank massa;Classificação;Índice
6433600;Bancos de desenvolvimento;Subclasse;K;64;643;64336;6433600;3454;37629,39310654314;129971923,79;13,532342778874716;34848,6925492615;1253,2342778874715;0,00004749002042730844;0,0006426512349981002;4;2;5;1;946;305;Alta remuneração e baixo emprego;0,5066848785082265
6619303;Representações de bancos estrangeiros;Subclasse;K;66;661;66193;6619303;99;35879,85363636364;3552105,51;12,90317058498347;33099,153079081996;1190,317058498347;0,0000013611789294451464;0,000017563523923315903;4;1;5;2;1273;1117;Alta remuneração e baixo emprego;0,47580802097442504
4120400;Construção de edifícios;Subclasse;F;41;412;41204;4120400;2053356;2120,0060397515094;4353127121,76;0,7623999765814355;-660,6945175301335;-23,760002341856445;0,028232170927775434;0,02152420645417908;2;4;1;949;2;4;Baixa remuneração e alto emprego;0,45716080199428266
4711302;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;Subclasse;G;47;471;47113;4711302;2151619;1850,1972857183357;3980919633,7;0,6653709191640007;-930,5032715633072;-33,46290808359993;0,02958321663630138;0,019683812045123608;1;4;1;1120;1;6;Baixa remuneração e alto emprego;0,447985363200074
8610101;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;Subclasse;Q;86;861;86101;8610101;1429616;3617,030250836588;5170964319,08;1,3007622274771378;836,3296935549452;30,07622274771378;0,019656193700986386;0,02556803430221714;3;4;2;376;7;1;Alta remuneração e alto emprego;0,44224040476275017
4930202;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;Subclasse;H;49;493;49302;4930202;1664443;2658,377666450578;4424718098,28;0,9560100455582153;-122,3228908310648;-4,398995444178466;0,022884896372348158;0,021878190823523602;3;4;1;642;4;3;Baixa remuneração e alto emprego;0,4206169740129141
8211300;Serviços combinados de escritório e apoio administrativo;Subclasse;N;82;821;82113;8211300;1488301;3109,940614606857;4628527726,66;1,1184018381494023;329,2400573252139;11,84018381494023;0,020463070321940814;0,022885935462239094;3;4;1;506;6;2;Alta remuneração e alto emprego;0,41576908360253084
6422100;Bancos múltiplos, com carteira comercial;Subclasse;K;64;642;64221;6422100;415350;10117,710174768268;4202390921,09;3,6385471813114387;7337,009617486625;263,8547181311439;0,0057107643267175915;0,02077888544411221;4;4;3;44;34;5;Alta remuneração e alto emprego;0,3681327957877856
0600001;Extração de petróleo e gás natural;Subclasse;B;06;060;06000;0600001;29176;24107,296302097613;703354476,91;8,669504610616693;21326,59574481597;766,9504610616693;0,00040114905500496554;0,003477763581910079;4;3;4;3;411;62;Alta remuneração e alto emprego;0,34900153365820674
1921700;Fabricação de produtos do refino de petróleo;Subclasse;C;19;192;19217;1921700;33342;23003,56640333513;766984911,02;8,27257949191874;20222,86584605349;727,2579491918741;0,0004584285642985866;0,0037923867395262393;4;3;4;4;381;57;Alta remuneração e alto emprego;0,33718447622180864
5611201;Restaurantes e similares;Subclasse;I;56;561;56112;5611201;1568060;1804,454655013201;2829493166,34;0,6489208808506874;-976,2459022684418;-35,10791191493126;0,021559699314199557;0,01399053906984634;1;4;1;1145;5;7;Baixa remuneração e alto emprego;0,3240723907544747
7820500;Locação de mão de obra temporária;Subclasse;N;78;782;78205;7820500;1685226;1509,6769249703007;2544146805,56;0,5429124401823872;-1271,0236323113422;-45,708755981761286;0,02317064770255683;0,012579632884801554;1;4;1;1290;3;8;Baixa remuneração e alto emprego;0,3210523885319739
0892402;Extração de sal-gema;Subclasse;B;08;089;08924;0892402;23;22652,167826086956;520999,86;8,14620897124977;19871,467268805314;714,620897124977;3,162334886589734e-7;0,000002576104082323342;4;1;4;5;1303;1253;Alta remuneração e baixo emprego;0,29136116257200284
6432800;Bancos de investimento;Subclasse;K;64;643;64328;6432800;854;21140,999074941454;18054413,21;7,6027600381425;18360,298517659812;660,27600381425;0,000011741886926728838;0,00008927074869892187;4;1;4;6;1153;844;Alta remuneração e baixo emprego;0,27125141649326895
6423900;Caixas econômicas;Subclasse;K;64;642;64239;6423900;108289;14487,041251927712;1568787210,13;5,209853040087838;11706,34069464607;420,98530400878377;0,0014888960110170247;0,007756929409371702;4;4;4;16;151;17;Alta remuneração e alto emprego;0,26600294731062596
4940000;Transporte dutoviário;Subclasse;H;49;494;49400;4940000;7989;19109,15825384904;152663065,29;6,872066179081782;16328,457696567397;587,2066179081781;0,00010984301482158863;0,0007548484671638182;4;2;4;7;773;279;Alta remuneração e baixo emprego;0,25028023102717833
4781400;Comércio varejista de artigos do vestuário e acessórios;Subclasse;G;47;478;47814;4781400;1107285;1948,7662864845097;2157839677,53;0,7008184615137362;-831,9342707971332;-29,918153848626382;0,015224373847380493;0,010669522257231159;1;4;1;1054;9;9;Baixa remuneração e alto emprego;0,2394512547367314
3513100;Comércio atacadista de energia elétrica;Subclasse;D;35;351;35131;3513100;6486;18060,9381097749;117143244,58;6,495103567509228;15280,237552493256;549,5103567509228;0,0000891778438018305;0,0005792193314200501;4;2;4;9;819;337;Alta remuneração e baixo emprego;0,23378425228705196
6530800;Resseguros;Subclasse;K;65;653;65308;6530800;794;18228,94267002519;14473780,48;6,5555216372687894;15448,242112743546;555,5521637268789;0,000010916929999792386;0,00007156617082618775;4;1;4;8;1164;902;Alta remuneração e baixo emprego;0,2304998219786807
6611801;Bolsa de valores;Subclasse;K;66;661;66118;6611801;1;17114,99;17114,99;6,15492018915236;14334,289442718358;515,492018915236;1,3749282115607538e-8;8,462573407970433e-8;4;1;4;10;1319;1311;Alta remuneração e baixo emprego;0,2141888751824096
8121400;Limpeza em prédios e em domicílios;Subclasse;N;81;812;81214;8121400;1124544;1482,2844006993055;1666894029,1;0,5330614966137731;-1298,4161565823374;-46,69385033862269;0,015461672707413764;0,008242022393566311;1;4;1;1298;8;15;Baixa remuneração e alto emprego;0,21322965226760418
6201501;Desenvolvimento de programas de computador sob encomenda;Subclasse;J;62;620;62015;6201501;255054;7601,020056223389;1938670569,42;2,7334910392703318;4820,319498941746;173,34910392703318;0,003506809400714165;0,009585832073281134;4;4;3;78;59;11;Alta remuneração e alto emprego;0,20500072491086968
4771701;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;Subclasse;G;47;477;47717;4771701;810920;2457,329340045874;1992697508,43;0,8837087235484679;-323,3712172357691;-11,629127645153215;0,011149567853188465;0,009852970375658212;2;4;1;762;13;10;Baixa remuneração e alto emprego;0,20192842210927564
5030101;Navegação de apoio marítimo;Subclasse;H;50;503;50301;5030101;28819;14324,815581040286;412826860,23;5,151513183801401;11544,115023758643;415,15131838014014;0,00039624056128969367;0,0020412384754407245;4;3;4;17;417;119;Alta remuneração e alto emprego;0,19862193533292405
6431000;Bancos múltiplos, sem carteira comercial;Subclasse;K;64;643;64310;6431000;5240;15559,225372137405;81530340,95;5,595433615242553;12778,524814855762;459,54336152425526;0,0000720462382857835;0,0004031299435560481;4;2;4;14;860;439;Alta remuneração e baixo emprego;0,1970632060027225
2019301;Elaboração de combustíveis nucleares;Subclasse;C;20;201;20193;2019301;813;15804,224612546124;12848834,61;5,683540635528199;13023,524055264481;468,35406355281987;0,00001117816635998893;0,00006353156273769142;4;1;4;11;1159;922;Alta remuneração e baixo emprego;0,19664167980594
6435202;Associações de poupança e empréstimo;Subclasse;K;64;643;64352;6435202;1339;15749,420014936519;21088473,4;5,66383171812388;12968,719457654875;466,383171812388;0,000018410288752798495;0,00010427277737791946;4;1;4;13;1109;805;Alta remuneração e baixo emprego;0,19633760596205457
8011101;Atividades de vigilância e segurança privada;Subclasse;N;80;801;80111;8011101;815851;2307,580117153745;1882641546,16;0,8298556675263118;-473,12044012789784;-17,01443324736882;0,011217365563300526;0,009308794387419422;2;4;1;835;12;13;Baixa remuneração e alto emprego;0,19573872359063182
5130700;Transporte espacial;Subclasse;H;51;513;51307;5130700;8;15778,015;126224,12;5,674115092573747;12997,314442718356;467,41150925737475;1,0999425692486031e-7;6,241200733137844e-7;4;1;4;12;1311;1288;Alta remuneração e baixo emprego;0,1955678878396987
6499999;Outras atividades de serviços financeiros não especificadas anteriormente;Subclasse;K;64;649;64999;6499999;31043;13743,174894823309;426629378,26;4,942342626154023;10962,474337541666;394,23426261540226;0,0004268189647148048;0,00210948556296091;4;3;4;19;396;116;Alta remuneração e alto emprego;0,1914440884225056
0910600;Atividades de apoio à extração de petróleo e gás natural;Subclasse;B;09;091;09106;0910600;48431;12689,43712291714;614562129,3;4,563395756399632;9908,736565635496;356,3395756399632;0,0006658914821409888;0,003038726363824849;4;4;3;23;287;77;Alta remuneração e alto emprego;0,18786945082292394
3520401;"Produção de gás; processamento de gás natural";Subclasse;D;35;352;35204;3520401;3774;14755,248887122416;55686309,3;5,306306300577309;11974,548329840773;430,6306300577309;0,00005188979070430285;0,0002753431233498801;4;2;4;15;922;532;Alta remuneração e baixo emprego;0,1844421854964205
8220200;Atividades de teleatendimento;Subclasse;N;82;822;82202;8220200;926926;1584,9158614387773;1469099719,78;0,5699699873431029;-1195,7846958428656;-43,00300126568971;0,012744567074291634;0,007264020734027329;1;4;1;1271;10;22;Baixa remuneração e alto emprego;0,18169348295980858
7112000;Serviços de engenharia;Subclasse;M;71;711;71120;7112000;592202;3220,2326955498293;1907028242,77;1,1580652534186795;439,5321382681864;15,80652534186795;0,008142352367427016;0,009429375357808554;3;4;1;466;20;12;Alta remuneração e alto emprego;0,1816104481278954
7210000;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Subclasse;M;72;721;72100;7210000;62730;11563,800348477602;725397195,86;4,158592451889945;8783,099791195958;315,85924518899446;0,0008624924671120609;0,0035867546635441534;4;4;3;29;221;59;Alta remuneração e alto emprego;0,17920674841651657
5611203;Lanchonetes, casas de chá, de sucos e similares;Subclasse;I;56;561;56112;5611203;900995;1629,3271638355375;1468015627,98;0,5859412512321481;-1151,3733934461054;-41,405874876785184;0,012388034439751814;0,0072586603999351225;1;4;1;1249;11;23;Baixa remuneração e alto emprego;0,17905569436825014
5012201;Transporte marítimo de longo curso - Carga;Subclasse;H;50;501;50122;5012201;823;14260,526014580802;11736412,91;5,128393266667162;11479,82545729916;412,8393266667162;0,000011315659181145004;0,0000580311503524845;4;1;4;18;1157;942;Alta remuneração e baixo emprego;0,17508185806617235
8112500;Condomínios prediais;Subclasse;N;81;811;81125;8112500;681924;2511,4714764988476;1712632675,14;0,9031794056077767;-269,22908078279534;-9,682059439222336;0,009375965457403556;0,00846817890881679;2;4;1;727;15;14;Baixa remuneração e alto emprego;0,1739211784249161
1830001;Reprodução de som em qualquer suporte;Subclasse;C;18;183;18300;1830001;312;13531,363365384615;4221785,37;4,866170623784319;10750,662808102972;386,61706237843185;0,000004289776020069552;0,00002087478205147687;4;1;4;20;1232;1093;Alta remuneração e baixo emprego;0,16450029573571356
2021500;Fabricação de produtos petroquímicos básicos;Subclasse;C;20;202;20215;2021500;4386;13305,673759689922;58358685,11;4,7850077653443135;10524,973202408279;378,50077653443134;0,00006030435135905467;0,0002885567895371285;4;2;4;21;894;520;Alta remuneração e baixo emprego;0,16444664645850374
7020400;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;Subclasse;M;70;702;70204;7020400;293532;5482,007134009239;1609144518,06;1,9714482092125516;2701,306576727596;97,14482092125516;0,004035854277958512;0,007956477688924124;4;4;2;166;47;16;Alta remuneração e alto emprego;0,1640173579013394
6421200;Bancos comerciais;Subclasse;K;64;642;64212;6421200;37884;11494,888517843945;435472356,61;4,1338102686903895;8714,187960562302;313,3810268690389;0,000520877803667676;0,002153210013534336;4;3;3;30;340;114;Alta remuneração e alto emprego;0,16134278822677697
8513900;Ensino fundamental;Subclasse;P;85;851;85139;8513900;571400;2734,470624378719;1562476514,77;0,9833747172877481;-46,22993290292379;-1,6625282712251943;0,007856339800858148;0,007725725930585364;3;4;1;613;21;18;Baixa remuneração e alto emprego;0,1559666513623461
9430800;Atividades de associações de defesa de direitos sociais;Subclasse;S;94;943;94308;9430800;602827;2529,087609612708;1524602296,44;0,9095145476883327;-251,6129476689348;-9,048545231166727;0,008288438489905346;0,0075384553841888295;2;4;1;720;18;19;Baixa remuneração e alto emprego;0,15580969107693277
3511501;Geração de energia elétrica;Subclasse;D;35;351;35115;3511501;42308;10870,889940909521;459925611,62;3,9094068983597015;8090,189383627878;290,94068983597015;0,0005817046277471238;0,002274120084522368;4;4;3;33;310;106;Alta remuneração e alto emprego;0,1543453520570376
8299799;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;Subclasse;N;82;829;82997;8299799;602384;2481,9831759641693;1495106953,47;0,892574775613562;-298,7173813174736;-10,742522438643798;0,008282347557928131;0,007392614513071236;2;4;1;746;19;21;Baixa remuneração e alto emprego;0,1538786916361629
0600002;Extração e beneficiamento de xisto;Subclasse;B;06;060;06000;0600002;270;12697,463851851853;3428315,24;4,5662823415494405;9916,76329457021;356,62823415494404;0,0000037123061712140355;0,000016951438116039664;4;1;3;22;1238;1120;Alta remuneração e baixo emprego;0,1528389537375731
8660700;Atividades de apoio à gestão de saúde;Subclasse;Q;86;866;86607;8660700;333758;4567,097863601772;1524305448,76;1,642427068114977;1786,3973063201288;64,24270681149771;0,004588932900340941;0,007536987609283331;4;4;2;242;41;20;Alta remuneração e alto emprego;0,15184282809628497
6630400;Atividades de administração de fundos por contrato ou comissão;Subclasse;K;66;663;66304;6630400;11740;12026,593069846676;141192202,64;4,325022713558066;9245,892512565033;332,50227135580656;0,0001614165720372325;0,0006981303404057124;4;2;3;27;668;295;Alta remuneração e baixo emprego;0,15148538557352917
6434400;Agências de fomento;Subclasse;K;64;643;64344;6434400;1624;12464,83161945813;20242886,55;4,4826227645466075;9684,131062176486;348,26227645466076;0,000022328834155746643;0,00010009174029233573;4;1;3;24;1079;815;Alta remuneração e baixo emprego;0,15056811808659148
6611803;Bolsa de mercadorias e futuros;Subclasse;K;66;661;66118;6611803;3153;12247,833326990167;38617418,48;4,404585490126777;9467,132769708523;340,45854901267774;0,00004335148651051057;0,00019094532845962157;4;2;3;25;966;654;Alta remuneração e baixo emprego;0,14861085125098955
6204000;Consultoria em tecnologia da informação;Subclasse;J;62;620;62040;6204000;173588;6747,111060326751;1171217514,74;2,426406914854072;3966,410503045108;142,64069148540722;0,0023867103838840814;0,0057911305792103535;4;4;3;108;88;28;Alta remuneração e alto emprego;0,14653420791983177
6619301;Serviços de liquidação e custódia;Subclasse;K;66;661;66193;6619301;18;12170,804444444446;219074,48;4,376884239683247;9390,103887162802;337,6884239683247;2,474870780809357e-7;0,0000010832222915777048;4;1;3;26;1304;1277;Alta remuneração e baixo emprego;0,14531696379569853
4731800;Comércio varejista de combustíveis para veículos automotores;Subclasse;G;47;473;47318;4731800;613734;2168,302616459248;1330761038,01;0,7797684690576453;-612,397940822395;-22,02315309423547;0,008438401909940278;0,006579999738607241;2;4;1;923;17;25;Baixa remuneração e alto emprego;0,14423175671171096
4712100;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;Subclasse;G;47;471;47121;4712100;705708;1636,155002791523;1154647674,71;0,5883966896424818;-1144,54555449012;-41,16033103575182;0,009702978383241165;0,0057092003603716615;1;4;1;1247;14;29;Baixa remuneração e alto emprego;0,14128035011808557
8610102;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;Subclasse;Q;86;861;86101;8610102;433597;3252,720140983448;1410369694,97;1,1697484407178462;472,019583701805;16,974844071784624;0,005961647477481082;0,006973627840892978;3;4;1;460;31;24;Alta remuneração e alto emprego;0,1396225994183657
6612602;Distribuidoras de títulos e valores mobiliários;Subclasse;K;66;661;66126;6612602;7669;11297,49786673621;86640511,14;4,062824325744883;8516,797309454567;306,28243257448827;0,00010544324454459421;0,00042839737892124384;4;2;3;31;781;423;Alta remuneração e baixo emprego;0,13821702471736222
0725100;Extração de minerais radioativos;Subclasse;B;07;072;07251;0725100;430;11629,33353488372;5000613,42;4,18215960162655;8848,632977602078;318,215960162655;0,000005912191309711241;0,00002472572765256192;4;1;3;28;1214;1074;Alta remuneração e baixo emprego;0,13805209686886918
3041500;Fabricação de aeronaves;Subclasse;C;30;304;30415;3041500;19681;10631,778516843657;209244032,99;3,823417264042652;7851,077959562013;282,34172640426516;0,000270599621317272;0,0010346152637878618;4;3;3;36;531;214;Alta remuneração e alto emprego;0,1362652468737593
6612601;Corretoras de títulos e valores mobiliários;Subclasse;K;66;661;66126;6612601;19329;10465,925115629365;202295866,56;3,763772797550213;7685,2245583477215;276,3772797550213;0,0002657598740125781;0,0010002597844889134;4;3;3;38;537;217;Alta remuneração e alto emprego;0,13357771337394844
6311900;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet;Subclasse;J;63;631;63119;6311900;80829;8270,06952108773;668461449,32;2,974095682266624;5489,368963806086;197,40956822666237;0,0011113407241224419;0,003305233649139618;4;4;3;69;189;67;Alta remuneração e alto emprego;0,1326679384559295
3600601;Captação, tratamento e distribuição de água;Subclasse;E;36;360;36006;3600601;120304;7174,84654890943;863162739,22;2,580229838168341;4394,145991627787;158,0229838168341;0,0016540936356360494;0,0042679417537924876;4;4;3;93;132;48;Alta remuneração e alto emprego;0,13140888083869443
6440900;Arrendamento mercantil;Subclasse;K;64;644;64409;6440900;344;10970,087093023256;3773709,96;3,9450803375058094;8189,3865357416125;294,5080337505809;0,000004729753047768994;0,00001865925575001163;4;1;3;32;1223;1105;Alta remuneração e baixo emprego;0,12879799830240735
6203100;Desenvolvimento e licenciamento de programas de computador não customizáveis;Subclasse;J;62;620;62031;6203100;117399;7103,314886072283;833922064,31;2,5545055067045195;4322,61432879064;155,45055067045195;0,0016141519710902094;0,0041233600988078946;4;4;3;95;136;51;Alta remuneração e alto emprego;0,1286610509893154
7719501;"Locação de embarcações sem tripulação, exceto para fins
recreativos";Subclasse;N;77;771;77195;7719501;1806;10845,374390919158;19586746,15;3,900230955296164;8064,673833637515;290,0230955296164;0,000024831203500787215;0,00009684742855102879;4;1;3;34;1058;822;Alta remuneração e baixo emprego;0,12799485258013457
2121101;Fabricação de medicamentos alopáticos para uso humano;Subclasse;C;21;212;21211;2121101;122168;6917,020188510903;845038522,39;2,487509908392597;4136,31963122926;148,75099083925969;0,0016797222974995417;0,004178325858378088;4;4;3;104;129;50;Alta remuneração e alto emprego;0,1271571099890491
4711301;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;Subclasse;G;47;471;47113;4711301;564739;1990,9139134361183;1124346732,56;0,715975658803908;-789,7866438455246;-28,4024341196092;0,007764755832686086;0,005559376172758907;1;4;1;1024;22;31;Baixa remuneração e alto emprego;0,1268515706552106
4211101;Construção de rodovias e ferrovias;Subclasse;F;42;421;42111;4211101;425916;2931,4682178410767;1248559217,47;1,0542193082116045;150,7676605594338;5,421930821160448;0,005856039241551101;0,006173549638088011;3;4;1;553;32;26;Alta remuneração e alto emprego;0,12643133380821567
6436100;Sociedades de crédito, financiamento e investimento - financeiras;Subclasse;K;64;643;64361;6436100;10994;10318,810056394397;113444997,76;3,7108670436927085;7538,109499112754;271,0867043692708;0,00015115960757898928;0,0005609332061023939;4;2;3;40;687;347;Alta remuneração e baixo emprego;0,12626394807759292
5111100;Transporte aéreo de passageiros regular;Subclasse;H;51;511;51111;5111100;55655;8644,508523582786;481110121,88;3,108752037664021;5863,807966301143;210,8752037664021;0,0007652162961441376;0,002378867719891803;4;4;3;63;253;101;Alta remuneração e alto emprego;0,12590185481818303
5011401;Transporte marítimo de cabotagem - Carga;Subclasse;H;50;501;50114;5011401;4627;10516,390825588935;48659340,35;3,7819213572099066;7735,690268307291;278,1921357209907;0,00006361792834891608;0,00024059800192421533;4;2;3;37;883;577;Alta remuneração e baixo emprego;0,12514471611868683
8111700;Serviços combinados para apoio a edifícios, exceto condomínios prediais;Subclasse;N;81;811;81117;8111700;636247;1565,185022326235;995844274,9;0,5628743512952464;-1215,515534955408;-43,712564870475354;0,00874793949820895;0,004923990770224426;1;4;1;1280;16;41;Baixa remuneração e alto emprego;0,12484861789731522
6541300;Previdência complementar fechada;Subclasse;K;65;654;65413;6541300;8274;10336,76055958424;85526356,87;3,7173224324769616;7556,060002302596;271,73224324769615;0,00011376156022453677;0,0004228883997762495;4;2;3;39;766;426;Alta remuneração e baixo emprego;0,1248482182174917
6202300;Desenvolvimento e licenciamento de programas de computador customizáveis;Subclasse;J;62;620;62023;6202300;140809;6396,012780291033;900616163,58;2,3001443875509007;3615,31222300939;130,01443875509005;0,001936022665416582;0,004453131668029287;4;4;2;126;116;45;Alta remuneração e alto emprego;0,1247512368031127
6611804;Administração de mercados de balcão organizados;Subclasse;K;66;661;66118;6611804;53;10672,450188679246;565639,86;3,838043675983731;7891,749631397603;283,8043675983731;7,287119521271995e-7;0,0000027968282994755577;4;1;3;35;1288;1247;Alta remuneração e baixo emprego;0,12446233325142789
1071600;Fabricação de açúcar em bruto;Subclasse;C;10;107;10716;1071600;368094;3321,9371668921526;1222785139,51;1,1946403787323334;541,2366096105097;19,46403787323334;0,005061028251062441;0,006046108706624274;3;4;1;439;37;27;Alta remuneração e alto emprego;0,12390691751783996
6512000;Sociedade seguradora de seguros não vida;Subclasse;K;65;651;65120;6512000;37675;9078,12031108162;342018182,72;3,2646882050314;6297,419753799977;226,46882050314;0,000518004203705514;0,0016911222139940744;4;3;3;57;342;138;Alta remuneração e alto emprego;0,12312925563891271
6462000;Holdings de instituições não financeiras;Subclasse;K;64;646;64620;6462000;109002;7008,080286600246;763894767,4;2,520257087102973;4227,3797293186035;152,0257087102973;0,0014986992491654528;0,003777107404145137;4;4;3;100;148;58;Alta remuneração e alto emprego;0,12297295483166337
2920402;Fabricação de motores para caminhões e ônibus;Subclasse;C;29;292;29204;2920402;3232;10217,964446163367;33024461,09;3,6746007833911625;7437,263888881724;267,46007833911625;0,000044437679797643566;0,0001632907329965067;4;2;3;42;961;701;Alta remuneração e baixo emprego;0,12006897870136182
3520402;Distribuição de combustíveis gasosos por redes urbanas;Subclasse;D;35;352;35204;3520402;2863;10216,990076842472;29251242,59;3,6742503791312204;7436,289519560829;267,425037913122;0,00003936419469698438;0,00014463390728959008;4;2;3;43;982;738;Alta remuneração e baixo emprego;0,11983010542961575
3512300;Transmissão de energia elétrica;Subclasse;D;35;351;35123;3512300;21510;9445,148137610413;203165136,44;3,3966793414260326;6664,44758032877;239,66793414260326;0,00029574705830671814;0,0010045579232379502;4;3;3;50;500;216;Alta remuneração e alto emprego;0,11965142931450293
6424701;Bancos cooperativos;Subclasse;K;64;642;64247;6424701;1423;10266,795888966972;14609650,55;3,692161625271721;7486,095331685328;269,2161625271721;0,000019565228450509527;0,00007223798567464579;4;1;3;41;1096;901;Alta remuneração e baixo emprego;0,1196488212108626
6920601;Atividades de contabilidade;Subclasse;M;69;692;69206;6920601;445796;2547,043113419591;1135461631,79;0,9159717348025166;-233,65744386205188;-8,402826519748341;0,006129374970009378;0,0056143342245346135;2;4;1;705;30;30;Baixa remuneração e alto emprego;0,11892313484284753
8532500;Educação superior - graduação e pós-graduação;Subclasse;P;85;853;85325;8532500;270521;4083,7991010309734;1104753416,61;1,4686223909787732;1303,0985437493305;46,86223909787732;0,003719469547196267;0,0054624962595761165;4;4;2;309;54;32;Alta remuneração e alto emprego;0,11747773863201465
2051700;Fabricação de defensivos agrícolas;Subclasse;C;20;205;20517;2051700;15859;9431,49262753011;149574041,58;3,3917685249612592;6650,792070248466;239,17685249612592;0,00021804986507141996;0,0007395746692212918;4;3;3;51;584;283;Alta remuneração e alto emprego;0,11621361533183497
5510801;Hotéis;Subclasse;I;55;551;55108;5510801;487738;2127,03505258971;1037435822,48;0,7649277614663612;-653,6655046919327;-23,50722385336388;0,0067060473605021894;0,005129641795756341;2;4;1;943;26;36;Baixa remuneração e alto emprego;0,11501339147821729
4530703;Comércio a varejo de peças e acessórios novos para veículos automotores;Subclasse;G;45;453;45307;4530703;476079;2191,5299391487547;1043341381,9;0,7881215161445324;-589,1706181328882;-21,187848385546758;0,0065457444803163215;0,005158842064121604;2;4;1;913;28;35;Baixa remuneração e alto emprego;0,11456518113466903
4744099;Comércio varejista de materiais de construção em geral;Subclasse;G;47;474;47440;4744099;504781;2003,4978213918512;1011327633,78;0,7205011039917331;-777,2027358897917;-27,949889600826694;0,006940376375598489;0,005000548840736855;1;4;1;1017;23;38;Baixa remuneração e alto emprego;0,11454198745977293
5030103;Serviço de rebocadores e empurradores;Subclasse;H;50;503;50301;5030103;137;9942,24897810219;1362088,11;3,5754475439892506;7161,548420820547;257,5447543989251;0,0000018836516498382328;0,00000673489766514541;4;1;3;45;1263;1195;Alta remuneração e baixo emprego;0,11433725014924681
6209100;Suporte técnico, manutenção e outros serviços em tecnologia da informação;Subclasse;J;62;620;62091;6209100;226489;4507,4381807505;1020885166,12;1,6209721571591589;1726,7376234688568;62,09721571591589;0,003114061157081836;0,005047806431320491;4;4;2;249;68;37;Alta remuneração e alto emprego;0,11420906672781436
4321500;Instalação e manutenção elétrica;Subclasse;F;43;432;43215;4321500;425358;2542,0053998044;1081262332,85;0,9141600641420425;-238,6951574772429;-8,583993585795746;0,005848367142130591;0,005346343681776316;2;4;1;710;33;33;Baixa remuneração e alto emprego;0,1138795397407876
6438701;Bancos de câmbio;Subclasse;K;64;643;64387;6438701;566;9829,113692579505;5563278,35;3,53476165092305;7048,413135297862;253,47616509230502;0,000007782093677433867;0,000027507846294883967;4;1;3;46;1190;1061;Alta remuneração e baixo emprego;0,11301398128748383
2011800;Fabricação de cloro e álcalis;Subclasse;C;20;201;20118;2011800;1619;9756,40219271155;15795615,15;3,5086130245714817;6975,701635429907;250,86130245714818;0,000022260087745168604;0,00007810203379080261;4;1;3;47;1081;874;Alta remuneração e baixo emprego;0,11261799767684758
4912403;Transporte metroviário;Subclasse;H;49;491;49124;4912403;18633;8900,17764933183;165837010,14;3,200696179250766;6119,477092050187;220,0696179250766;0,00025619037366011527;0,0008199875501347571;4;3;3;59;547;248;Alta remuneração e alto emprego;0,10991977952617268
1412601;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;Subclasse;C;14;141;14126;1412601;493486;1925,5854733670255;950249472,91;0,6924821402738306;-855,1150839146173;-30,75178597261694;0,006785078234102702;0,004698545497476823;1;4;1;1070;25;43;Baixa remuneração e alto emprego;0,10952652876464256
4921301;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;Subclasse;H;49;492;49213;4921301;378345;2786,769561802059;1054360329,86;1,0021825451519846;6,0690045204160015;0,21825451519845718;0,005201972142029534;0,005213325681108881;3;4;1;597;36;34;Alta remuneração e alto emprego;0,10949909007976867
6130200;Telecomunicações por satélite;Subclasse;J;61;613;61302;6130200;1583;9491,53551484523;15025100,72;3,413361244521764;6710,8349575635875;241,3361244521764;0,000021765113589006733;0,00007429219520732959;4;1;3;48;1084;891;Alta remuneração e baixo emprego;0,10888637287050101
0151201;Criação de bovinos para corte;Subclasse;A;01;015;01512;0151201;448035;2199,884129186336;985625085,82;0,7911258633820315;-580,816428095307;-20,88741366179685;0,006160159612666223;0,004873461592141688;2;4;1;905;29;42;Baixa remuneração e alto emprego;0,10859673295184782
5231101;Administração da infraestrutura portuária;Subclasse;H;52;523;52311;5231101;4362;9332,023452544703;40706286,3;3,355997260513193;6551,32289526306;235,59972605131932;0,00005997436858828008;0,0002012738166832765;4;2;3;55;896;637;Alta remuneração e baixo emprego;0,10822851237024544
