id_tipologia,regiao,tipologia_pndr,pib_2021_mil,pib_pc_2021,pop_2021,pop_2022,massa_total,massa_obj4,massa_com_agr,massa_com_min,massa_com,razao_dependencia_com,q_pib_2021,q_pib_pc_2021,q_pop_2021,jenks_pib_2021,jenks_pib_pc_2021,jenks_pop_2021,cruz_q_pib_pop,cruz_q_pibpc_pop,cruz_j_pib_pop,cruz_j_pibpc_pop,flag_dep_q_pib_pop,flag_dep_q_pibpc_pop,flag_dep_j_pib_pop,flag_dep_j_pibpc_pop
,,,0,,0,0,48190178.96970081,2720914.255615234,25068856.66670704,0,25068856.66670704,9.21339458418128,1,,1,4,,4,QPIB1_QPOP1,,JPIB4_JPOP4,,Acima ou igual à média simples do grupo,,Acima ou igual à média simples do grupo,
430007,4,Alta Renda,790978,30363.83877159309,26050,24448,447338580.0470552,235042278.3111022,11827070.58233643,60.68000030517578,11827131.26233673,.0503191653319593,1,3,1,1,1,1,QPIB1_QPOP1,QPIBPC3_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
420001,4,Alta Renda,2076411,45424.75552930367,45711,52226,1078332792.975682,284026167.7232432,569769.3983459473,30528886.6526828,31098656.05102875,.1094922214397212,2,4,2,1,1,1,QPIB2_QPOP2,QPIBPC4_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
150019,1,Baixa Renda e Baixo Dinamismo,1012160,13230.84967320261,76500,74739,275040912.6696026,31000018.36480713,9216079.972991943,61474.44921875,9277554.422210693,.2992757718086731,2,1,2,1,1,1,QPIB2_QPOP2,QPIBPC1_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
420022,4,Alta Renda,8181629,40825.47341633193,200405,200988,6454581468.315443,3563655098.724889,24930072.45896721,12012457.13918304,36942529.59815025,.010366471663144,4,4,3,1,1,1,QPIB4_QPOP3,QPIBPC4_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2211001,2,Média Renda e Médio Dinamismo,20567753,23610.53739642715,871126,861509,15565610962.28719,5121696816.519103,4293030.26676178,8894526.053497314,13187556.32025909,.0025748412670045,4,2,4,1,1,1,QPIB4_QPOP4,QPIBPC2_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
3118601,3,Alta Renda,29629378,43970.35240832887,673849,618967,21013713752.1516,7065992140.113731,1035317.916259766,85198645.46523666,86233963.38149643,.0122040842491099,4,4,4,1,1,1,QPIB4_QPOP4,QPIBPC4_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2919207,2,Alta Renda,6062376,29620.39194992891,204669,202495,8455982902.823136,2105774072.470336,380759.7604980469,58546609.36849975,58927369.1289978,.0279837091259599,3,3,3,1,1,1,QPIB3_QPOP3,QPIBPC3_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1713205,1,Média Renda e Médio Dinamismo,615160,34896.75516224189,17628,18412,160988173.2237413,30750479.77019501,31414359.31432892,187743.9485778809,31602103.2629068,1.027694640834099,1,3,1,1,1,1,QPIB1_QPOP1,QPIBPC3_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
2929503,2,Média Renda e Baixo Dinamismo,733726,16468.24078646137,44554,40899,539961806.4412982,117206707.2714167,8446157.727722168,270039615.8066807,278485773.5344028,2.376022499203145,1,2,2,1,1,1,QPIB1_QPOP2,QPIBPC2_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
290033,2,Baixa Renda e Baixo Dinamismo,2087335,10905.61650992685,191400,179640,794093345.8915814,206163950.8186569,2114071.770263672,146465072.5181427,148579144.2884064,.7206844052920655,2,1,3,1,1,1,QPIB2_QPOP3,QPIBPC1_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo
230007,2,Média Renda e Alto Dinamismo,6572968,16527.61908593498,397696,377186,2596675095.812801,1541105631.78302,7651393.644821167,1955843.87940979,9607237.524230957,.0062339902769128,3,2,4,1,1,1,QPIB3_QPOP4,QPIBPC2_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
350040,3,Alta Renda,34170196,55345.49188691897,617398,610059,22438417373.25197,9696181281.49045,210232423.1634752,28249029.16469574,238481452.3281709,.024595399508817,4,4,4,1,1,1,QPIB4_QPOP4,QPIBPC4_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
350017,3,Média Renda e Alto Dinamismo,1592540,28060.40102900236,56754,56167,816001846.9839749,367265212.5045035,38883220.37847137,5880864.362854004,44764084.74132538,.1218849028364658,2,3,2,1,1,1,QPIB2_QPOP2,QPIBPC3_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1100809,1,Média Renda e Médio Dinamismo,618520,22036.48282741912,28068,22294,136809377.0571062,30031099.39883255,27464262.7016983,3423365.469451904,30887628.1711502,1.02852139247193,1,2,1,1,1,1,QPIB1_QPOP1,QPIBPC2_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
230008,2,Média Renda e Alto Dinamismo,2807711,18206.47148461563,154215,152755,1006896033.890808,611206348.5732427,37441.8603515625,12464473.62182617,12501915.48217773,.0204544921880496,3,2,3,1,1,1,QPIB3_QPOP3,QPIBPC2_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2303501,2,Média Renda e Médio Dinamismo,983022,13520.50724837015,72706,72689,417374522.5130669,229437057.2266693,0,74392.1396484375,74392.1396484375,.0003242376822108,2,1,2,1,1,1,QPIB2_QPOP2,QPIBPC1_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2925204,2,Média Renda e Baixo Dinamismo,1676680,41500.95294670924,40401,32109,853022587.5619241,122539693.0992794,2076608.836288452,77431891.04343629,79508499.87972474,.6488387384429666,2,4,1,1,1,1,QPIB2_QPOP1,QPIBPC4_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
290008,2,Média Renda e Baixo Dinamismo,8790652,19186.5673433486,458167,429117,4340146583.528913,1149145453.717267,499701366.0405598,23990095.32086181,523691461.3614216,.4557225194316171,4,2,4,1,1,1,QPIB4_QPOP4,QPIBPC2_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
220009,2,Média Renda e Médio Dinamismo,4011408,13509.15336431602,296940,285293,1048759548.657849,320479067.5012708,129867.5581054688,3120600.79260254,3250468.350708008,.0101425293578499,3,1,4,1,1,1,QPIB3_QPOP4,QPIBPC1_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
350045,3,Alta Renda,10418544,37873.6327052896,275087,260834,7223530621.692542,3444186090.615534,88778880.98165131,20120299.21401978,108899180.1956711,.0316182625823824,4,3,4,1,1,1,QPIB4_QPOP4,QPIBPC3_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
3104502,3,Média Renda e Médio Dinamismo,301123,16869.63585434174,17850,17162,189310958.9820474,32684868.76168761,28807770.64429855,0,28807770.64429855,.8813794191539268,1,2,1,1,1,1,QPIB1_QPOP1,QPIBPC2_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
430004,4,Média Renda e Baixo Dinamismo,851158,25297.44991975272,33646,28596,665542299.1781771,532771916.5866003,1507721.354959717,20926.75,1528648.104959717,.0028692355159288,1,3,1,1,1,1,QPIB1_QPOP1,QPIBPC3_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
510012,5,Média Renda e Alto Dinamismo,3865853,71530.26181885466,54045,53228,1258212354.586531,130925687.4658995,586200523.5962729,2025955.72479248,588226479.3210654,4.492827119768023,3,4,2,1,1,1,QPIB3_QPOP2,QPIBPC4_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
350035,3,Média Renda e Médio Dinamismo,4679574,36800.67631330607,127160,111344,1835803099.315112,674526971.6858988,82172767.88392808,24174429.06130981,106347196.9452379,.1576618896045564,3,3,3,1,1,1,QPIB3_QPOP3,QPIBPC3_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
430013,4,Alta Renda,3635264,37036.70799669903,98153,93263,1410108108.970793,631674835.6370739,64611962.57554466,3378543.393356323,67990505.96890098,.1076352929277756,3,3,2,1,1,1,QPIB3_QPOP2,QPIBPC3_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2402600,2,Baixa Renda e Médio Dinamismo,904769,12182.48774707815,74268,77893,278942302.2839251,77324216.34388828,6202322.5809021,3900612.931137085,10102935.51203918,.1306568108897197,1,1,2,1,1,1,QPIB1_QPOP2,QPIBPC1_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
280006,2,Baixa Renda e Médio Dinamismo,4941633,28063.26914230872,176089,169248,543176202.183593,222043157.3440116,13797775.98397827,76850.8603515625,13874626.84432983,.0624861716537108,3,3,3,1,1,1,QPIB3_QPOP3,QPIBPC3_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
310045,3,Média Renda e Baixo Dinamismo,3789882,28077.15159911395,134981,125228,1890325725.396704,888302704.345144,34740434.25040817,44591430.80394195,79331865.05435012,.0893072425270094,3,3,3,1,1,1,QPIB3_QPOP3,QPIBPC3_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
290030,2,Baixa Renda e Médio Dinamismo,4341178,13335.64135015912,325532,310397,1593365220.886185,357900228.6983725,5133002.332214356,335941007.1511917,341074009.4834061,.9529862853785795,3,1,4,1,1,1,QPIB3_QPOP4,QPIBPC1_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
1600600,1,Média Renda e Baixo Dinamismo,2307553,18488.82283186975,124808,107172,672220730.8565255,122432335.4718451,884399.2595825195,4161221.532135009,5045620.791717529,.0412115048877577,2,2,2,1,1,1,QPIB2_QPOP2,QPIBPC2_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
510004,5,Média Renda e Médio Dinamismo,2554610,22170.62269472771,115225,107037,1224807647.60702,284072001.1375853,299764179.0916669,2394587.935913086,302158767.02758,1.063669653529968,2,2,2,1,1,1,QPIB2_QPOP2,QPIBPC2_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
1720655,1,Média Renda e Alto Dinamismo,226551,41553.7417461482,5452,5108,37111601.08279037,3117540.341506958,10128475.44355392,0,10128475.44355392,3.248867483350037,1,4,1,1,1,1,QPIB1_QPOP1,QPIBPC4_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
3124104,3,Média Renda e Médio Dinamismo,897776,12381.06796116505,72512,85409,461931494.6015682,119006886.5431483,12218890.52705384,16203382.96045731,28422273.48751114,.2388288132990194,1,1,2,1,1,1,QPIB1_QPOP2,QPIBPC1_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2905701,2,Média Renda e Baixo Dinamismo,25988748,84049.40363768078,309208,299797,9581750302.823828,5596562724.379349,1879894.260528564,35437694.73275757,37317588.99328613,.006667947958615,4,4,4,1,1,1,QPIB4_QPOP4,QPIBPC4_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2500601,2,Baixa Renda e Alto Dinamismo,2586880,130223.0052856783,19865,21618,293716103.6278019,106840978.3193607,11156667.24960327,29170.34973144531,11185837.59933472,.1046961360265617,2,4,1,1,1,1,QPIB2_QPOP1,QPIBPC4_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
430036,4,Alta Renda,41304004,49086.35032610143,841456,778407,31833183892.20153,16186853268.65443,95313077.78145409,46408086.9591217,141721164.7405758,.0087553252252565,4,4,4,1,1,1,QPIB4_QPOP4,QPIBPC4_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
260016,2,Baixa Renda e Médio Dinamismo,3574685,10578.74535381993,337912,319248,974173389.1448421,402749820.1989416,21399.19024658203,6424872.820503235,6446272.010749817,.016005648388783,3,1,4,1,1,1,QPIB3_QPOP4,QPIBPC1_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1301902,1,Baixa Renda e Médio Dinamismo,2150473,20668.48317090518,104046,103130,490633008.7370701,83126903.17115402,3180552.788482666,0,3180552.788482666,.0382614131785238,2,2,2,1,1,1,QPIB2_QPOP2,QPIBPC2_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
430012,4,Média Renda e Médio Dinamismo,4936562,41843.42710867373,117977,110971,1407859090.199641,512053836.8733641,156255337.1235275,4222458.374542236,160477795.4980698,.3134002402519981,3,4,2,1,1,1,QPIB3_QPOP2,QPIBPC4_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
330007,3,Alta Renda,6231829,28247.53076626703,220615,198518,3366945588.311943,1668178223.536369,6317339.244323731,4987719.990463257,11305059.23478699,.0067768893486821,3,3,3,1,1,1,QPIB3_QPOP3,QPIBPC3_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
320004,3,Média Renda e Baixo Dinamismo,13372874,36653.27478840503,364848,330858,8530530461.286216,3976304908.71762,183720582.3233716,146957657.6765041,330678239.9998758,.0831621939441564,4,3,4,1,1,1,QPIB4_QPOP4,QPIBPC3_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
110006,1,Média Renda e Médio Dinamismo,5824083,35991.34217860696,161819,151080,3087352136.768785,720389830.0321825,329685037.5527444,4604265.697845459,334289303.2505898,.4640394537991409,3,3,3,1,1,1,QPIB3_QPOP3,QPIBPC3_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2707701,2,Baixa Renda e Médio Dinamismo,1203783,15910.00766567101,75662,93904,912697990.3528495,114064431.3681259,18944579.3009262,17160814.08911896,36105393.39004517,.3165350754567864,2,2,2,1,1,1,QPIB2_QPOP2,QPIBPC2_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
120004,1,Baixa Renda e Baixo Dinamismo,2791685,17297.3282773833,161394,153006,624773142.9585949,160793838.6356697,4264872.905593873,628051.5427246094,4892924.448318481,.0304298006057619,3,2,3,1,1,1,QPIB3_QPOP3,QPIBPC2_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
130010,1,Baixa Renda e Médio Dinamismo,2615254,10165.52453287829,257267,231745,318492761.7728176,64330001.92494965,232741.2314453125,0,232741.2314453125,.0036179266979789,2,1,4,1,1,1,QPIB2_QPOP4,QPIBPC1_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
230012,2,Baixa Renda e Médio Dinamismo,2252940,11669.99906761839,193054,185722,755018298.767415,343044555.7661617,3593292.772705079,1176991.093688965,4770283.866394044,.0139057267815838,2,1,3,1,1,1,QPIB2_QPOP3,QPIBPC1_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
520018,5,Média Renda e Alto Dinamismo,4456334,27071.90892467697,164611,165149,2500084997.090413,520228255.1221786,411095150.5039823,316679891.3222351,727775041.8262174,1.398953314550928,3,3,3,1,1,1,QPIB3_QPOP3,QPIBPC3_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
350031,3,Alta Renda,63839481,41606.6942743405,1534356,1433341,48822646841.47791,18423970896.53812,834160912.73513,81502723.09573936,915663635.8308693,.0496995811040346,4,4,4,1,1,1,QPIB4_QPOP4,QPIBPC4_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
310004,3,Média Renda e Médio Dinamismo,6107048,32610.05473234548,187275,178160,2548824789.008871,747617830.0655279,282096072.2980184,23786401.00907135,305882473.3070897,.4091428280680244,3,3,3,1,1,1,QPIB3_QPOP3,QPIBPC3_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2602902,2,Média Renda e Médio Dinamismo,10188899,48335.35266323839,210796,202961,3788841544.493104,1441249838.204244,28079319.32044924,521970.7142333984,28601290.03468264,.0198447828242736,4,4,3,1,1,1,QPIB4_QPOP3,QPIBPC4_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
430008,4,Alta Renda,2066936,28684.73569535229,72057,74941,1130982324.962739,378170523.793128,756880.4527359009,3306425.288673401,4063305.741409302,.0107446389545476,2,3,2,1,1,1,QPIB2_QPOP2,QPIBPC3_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
430043,4,Alta Renda,2716585,43408.40816848295,62582,60049,1456810860.030953,859320256.3260725,2249935.91501224,2428706.790374756,4678642.705386996,.0054445856139712,2,4,2,1,1,1,QPIB2_QPOP2,QPIBPC4_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
290012,2,Média Renda e Médio Dinamismo,5115332,14864.36097566646,344134,344289,2163377625.577399,833040639.304533,20168823.57839966,128836273.0028076,149005096.5812073,.1788689405424503,3,1,4,1,1,1,QPIB3_QPOP4,QPIBPC1_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
150014,1,Média Renda e Médio Dinamismo,2498733,25625.66532320093,97509,94651,1228397214.808491,179664260.3896949,257523864.8924845,119216336.7524681,376740201.6449527,2.096912323173215,2,3,2,1,1,1,QPIB2_QPOP2,QPIBPC3_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
210007,2,Baixa Renda e Médio Dinamismo,1454490,7316.164080380272,198805,172570,198714798.1998209,37961347.67045166,9798529.133995056,0,9798529.133995056,.2581185794313102,2,1,3,1,1,1,QPIB2_QPOP3,QPIBPC1_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
410014,4,Alta Renda,30758415,38418.62849919812,800612,808533,22855223749.62792,9520457228.67219,142512801.8829918,23977390.57095337,166490192.4539452,.017487625694335,4,3,4,1,1,1,QPIB4_QPOP4,QPIBPC3_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
1502400,1,Média Renda e Baixo Dinamismo,3871178,18822.55296182664,205667,191676,2384918566.129397,918876327.0983667,12200684.68618011,0,12200684.68618011,.0132778311143432,3,2,3,1,1,1,QPIB3_QPOP3,QPIBPC2_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
290003,2,Média Renda e Médio Dinamismo,4370881,14802.59619748169,295278,283558,2382127252.404486,1194699816.534516,13237825.86889648,715147.0233154297,13952972.89221191,.0116790617183533,3,1,4,1,1,1,QPIB3_QPOP4,QPIBPC1_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
210015,2,Baixa Renda e Médio Dinamismo,2408792,9956.68941457547,241927,220359,627235071.6135248,163746397.3662987,26811921.99116516,1180201.487060547,27992123.4782257,.1709480265120439,2,1,3,1,1,1,QPIB2_QPOP3,QPIBPC1_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2906501,2,Baixa Renda e Médio Dinamismo,5539779,63081.06353905716,87820,72318,1747760806.687807,943437702.9879856,685417.0610351563,26053257.77124023,26738674.83227539,.0283417492724646,3,4,2,1,1,1,QPIB3_QPOP2,QPIBPC4_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
290016,2,Média Renda e Alto Dinamismo,5908206,12291.27304273294,480683,463249,2082773092.194988,717826100.6562144,20877186.78191376,150319952.8774109,171197139.6593246,.2384938907944717,3,1,4,1,1,1,QPIB3_QPOP4,QPIBPC1_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
250011,2,Baixa Renda e Médio Dinamismo,1492871,12482.3033637405,119599,113189,378857234.8750468,157757016.1927387,38168.93017578125,0,38168.93017578125,.0002419475919166,2,1,2,1,1,1,QPIB2_QPOP2,QPIBPC1_QPOP2,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
250005,2,Média Renda e Médio Dinamismo,14805866,15642.57150735702,946511,934969,8190173818.577797,3374167176.000573,17839503.89178467,20649822.06284332,38489325.95462799,.011407059563732,4,2,4,1,1,1,QPIB4_QPOP4,QPIBPC2_QPOP4,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
2401701,2,Baixa Renda e Médio Dinamismo,101436,9826.213310084278,10323,9922,12738184.43717957,2113103.60055542,0,0,0,0,1,1,1,1,1,1,QPIB1_QPOP1,QPIBPC1_QPOP1,JPIB1_JPOP1,JPIBPC1_JPOP1,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo,Abaixo da média simples do grupo
310005,3,Média Renda e Médio Dinamismo,15179063,96138.77646671353,157887,148101,3736683946.214436,1026492694.247305,18105856.33216858,1014986496.857933,1033092353.190102,1.006429328703246,4,4,3,1,1,1,QPIB4_QPOP3,QPIBPC4_QPOP3,JPIB1_JPOP1,JPIBPC1_JPOP1,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo,Acima ou igual à média simples do grupo
